,Year,Month,Day,price,n_author,n_channels,n_activities,n_words_ave,Sentiment_value
387,2020,12,27,0.3252545511575483,5,2,14,48.5,0.54015731292517
388,2020,12,28,0.328385715709352,5,3,11,39.36363636363637,0.41209029066171926
389,2020,12,29,0.3669625541823871,2,2,11,62.54545454545455,0.7984848484848485
390,2020,12,30,0.3374366772477027,8,3,43,54.81395348837209,0.6201198026779421
391,2020,12,31,0.3250331609617254,6,4,11,43.54545454545455,0.5121126033057851
392,2021,1,1,0.327632310666002,9,3,20,36.75,0.40924046266233766
393,2021,1,2,0.3480759151627616,6,4,14,53.714285714285715,0.596517857142857
394,2021,1,3,0.3308868696622916,4,3,20,53.5,0.4695555555555556
395,2021,1,4,0.3944023457107652,8,4,26,30.73076923076923,0.3608537296037297
396,2021,1,5,0.3817774449312809,12,4,24,22.25,0.2876518157768158
397,2021,1,6,0.4566801606505526,15,4,42,32.26190476190476,0.5093314093314094
398,2021,1,7,0.4499970447579335,15,4,33,40.90909090909091,0.40983509335782065
399,2021,1,8,0.4293038326352227,12,4,31,45.903225806451616,0.4301501186985059
400,2021,1,9,0.4187513570459044,13,4,61,56.032786885245905,0.6643984931280015
401,2021,1,10,0.4616960476029373,7,4,21,45.80952380952381,0.5602858946608948
402,2021,1,11,0.4394887391856725,9,4,27,38.7037037037037,0.40640532307198973
403,2021,1,12,0.3828332148247942,5,3,16,54.5,0.6533482142857143
404,2021,1,13,0.3928528612568628,7,3,18,37.0,0.4222222222222222
405,2021,1,14,0.4307407251295215,8,4,20,48.6,0.41904238172541736
406,2021,1,15,0.4377054886655786,6,4,27,35.925925925925924,0.3913940997274331
407,2021,1,16,0.4822565410792811,2,2,4,51.75,0.625
408,2021,1,17,0.5337450714795007,6,3,21,29.523809523809526,0.3364940476190476
409,2021,1,18,0.5730776708545597,6,5,31,24.774193548387096,0.25712365591397845
410,2021,1,19,0.5652934981349184,5,4,16,40.1875,0.4561197916666667
411,2021,1,20,0.5913767475713632,4,3,82,66.42682926829268,0.81890243902439
412,2021,1,21,0.5921553991387827,9,4,128,63.6484375,0.7542947612283551
413,2021,1,22,0.4775121411258669,3,3,5,41.6,0.5
414,2021,1,23,0.5134088392113509,4,3,71,67.21126760563381,0.8013126377311489
415,2021,1,24,0.5465618936689662,4,3,14,65.5,0.6806222943722943
416,2021,1,25,0.565201054757821,5,4,56,66.89285714285714,0.7891538149350649
417,2021,1,26,0.6102550645662662,7,3,22,56.54545454545455,0.6221556473829203
418,2021,1,27,0.598583211502058,5,2,17,44.294117647058826,0.48382352941176476
419,2021,1,28,0.5276399343777382,11,4,23,35.82608695652174,0.34253019323671496
420,2021,1,29,0.5563994147729624,3,3,7,48.285714285714285,0.5791666666666667
421,2021,1,30,0.5578395739381438,3,2,8,56.125,0.625
422,2021,1,31,0.5575171670034107,4,3,15,58.2,0.7366666666666667
423,2021,2,1,0.5448560290877997,4,2,10,56.1,0.5322222222222222
424,2021,2,2,0.5685249823253856,10,4,36,57.0,0.6303816688712521
425,2021,2,3,0.5672665680036358,8,3,33,42.121212121212125,0.4114853715308261
426,2021,2,4,0.6186499014694881,5,3,19,54.26315789473684,0.6384085213032581
427,2021,2,5,0.6819959967556476,5,3,25,61.16,0.6934619047619048
428,2021,2,6,0.7328580753663582,4,2,11,48.18181818181818,0.6541322314049586
429,2021,2,7,0.6993894402488302,5,3,10,82.7,0.5246257639419405
430,2021,2,8,0.6905287438507098,4,3,14,53.714285714285715,0.5366001855287569
431,2021,2,9,0.7520179186615564,2,2,9,60.44444444444444,0.662962962962963
432,2021,2,10,0.8453563762978957,3,3,9,57.77777777777778,0.6248412698412698
433,2021,2,11,0.8993643051325784,7,4,21,46.0,0.48665223665223667
434,2021,2,12,1.1119905356150412,5,3,24,50.375,0.5261882215007215
435,2021,2,13,1.1461319534476977,9,4,22,59.90909090909091,0.3604927521972976
436,2021,2,14,1.1464235775893858,6,3,18,55.111111111111114,0.635491822991823
437,2021,2,15,1.0847957087846776,4,3,19,60.26315789473684,0.7318409660514925
438,2021,2,16,0.9764159499754648,7,3,91,65.57142857142857,0.7941304727019011
439,2021,2,17,1.0302934633383063,3,2,18,58.05555555555556,0.7083333333333335
440,2021,2,18,1.0705058123345648,12,4,135,60.266666666666666,0.6083622428144759
441,2021,2,19,1.1777918362002069,10,4,21,30.38095238095238,0.3008297258297258
442,2021,2,20,1.1135622486204546,9,4,22,51.68181818181818,0.4226305143269429
443,2021,2,21,1.154087509968775,9,4,23,46.30434782608695,0.5250873867333494
444,2021,2,22,1.2627458683635204,8,4,120,65.70833333333333,0.7131387241230992
445,2021,2,23,1.1068082856785204,6,3,22,53.31818181818182,0.6617703004066642
446,2021,2,24,0.90783101082409,3,3,15,47.666666666666664,0.6155555555555556
447,2021,2,25,0.9310089957569452,4,3,8,46.125,0.5833333333333334
448,2021,2,26,0.8516214820123598,2,2,7,33.857142857142854,0.375
449,2021,2,27,0.8445706454023952,9,3,27,34.74074074074074,0.4122895622895623
450,2021,2,28,0.905263194503844,6,3,112,66.25,0.7852331349206351
451,2021,3,1,0.8352046753633927,5,2,77,67.71428571428571,0.7590031967791708
452,2021,3,2,0.9426541382001148,12,4,109,60.3394495412844,0.729039824854045
453,2021,3,3,1.0780323363513828,19,3,71,38.38028169014085,0.39290925037403895
454,2021,3,4,1.098146560307632,10,4,30,27.633333333333333,0.31938492063492063
455,2021,3,5,1.088978307963393,4,3,13,60.76923076923077,0.7283333333333334
456,2021,3,6,1.1032591181705624,4,4,15,49.53333333333333,0.5366666666666666
457,2021,3,7,1.317617978717333,12,2,72,46.15277777777778,0.488208122895623
458,2021,3,8,1.489088789476458,12,3,51,33.68627450980392,0.3163122824887531
459,2021,3,9,1.466461102792293,6,3,18,50.94444444444444,0.5792358104858105
460,2021,3,10,1.470898934326775,12,4,64,30.078125,0.3301423836580087
461,2021,3,11,1.3639089837307246,8,3,28,40.142857142857146,0.38919836116264694
462,2021,3,12,1.3441220657670825,9,4,21,38.38095238095238,0.44907879818594104
463,2021,3,13,1.3723544441466486,3,3,11,50.27272727272727,0.5300865800865802
464,2021,3,14,1.424729454537424,9,3,36,32.80555555555556,0.3335167147667148
465,2021,3,15,1.509648029705141,5,4,26,62.84615384615385,0.730952380952381
466,2021,3,16,1.438638383631198,28,4,187,48.27807486631016,0.580550081602889
467,2021,3,17,1.4244224878733458,15,3,88,49.97727272727273,0.6038589630066903
468,2021,3,18,1.4422177119755608,16,3,56,51.714285714285715,0.5839649283008658
469,2021,3,19,1.428892688850273,10,3,53,46.886792452830186,0.4849842767295598
470,2021,3,20,1.5370715077882997,18,4,116,35.974137931034484,0.4023728665970045
471,2021,3,21,1.4900213604975352,14,3,125,56.152,0.6666261904761904
472,2021,3,22,1.6185395965536316,10,5,75,62.653333333333336,0.7349781545614879
473,2021,3,23,1.466387651261812,9,4,28,35.214285714285715,0.38643965161822313
474,2021,3,24,1.4009709415323663,11,3,42,30.023809523809526,0.2398741453652168
475,2021,3,25,1.2426594500777943,5,3,30,47.63333333333333,0.5927777777777777
476,2021,3,26,1.2024334168593418,6,3,17,44.64705882352941,0.46312132125577504
477,2021,3,27,1.4040076164265205,8,3,16,35.875,0.5239583333333333
478,2021,3,28,1.3676284423161122,15,3,60,43.05,0.5036925505050506
479,2021,3,29,1.4428616046703089,14,3,60,51.1,0.5707275132275133
480,2021,3,30,1.5419337158580873,12,3,41,39.75609756097561,0.4029098224655716
481,2021,3,31,1.507788344764297,14,4,37,45.32432432432432,0.5426699426699426
482,2021,4,1,1.4329712686792977,4,3,15,58.8,0.6666666666666666
483,2021,4,2,1.4572948835946222,5,2,31,54.0,0.6392179863147605
484,2021,4,3,1.449965761447095,6,3,23,54.34782608695652,0.6583333333333334
485,2021,4,4,1.3838854290872291,3,2,10,65.9,0.6866666666666666
486,2021,4,5,1.504355950337385,9,3,73,63.0,0.7378995433789954
487,2021,4,6,1.6159169226010728,9,4,36,44.80555555555556,0.5593013468013468
488,2021,4,7,1.5856823640772493,6,5,28,36.07142857142857,0.3774404761904762
489,2021,4,8,1.5110768192046362,13,4,27,32.96296296296296,0.48744956175511733
490,2021,4,9,1.8192688661045116,9,3,26,49.42307692307692,0.5753205128205129
491,2021,4,10,1.7439381426516352,13,4,86,64.73255813953489,0.6502376952883169
492,2021,4,11,1.7668483358629077,11,3,96,63.041666666666664,0.7561823593073592
493,2021,4,12,1.7135259551450377,14,4,149,63.57046979865772,0.7277618928355319
494,2021,4,13,1.6692637133973391,17,4,47,41.53191489361702,0.5486702127659574
495,2021,4,14,1.6894379709050078,4,2,17,54.529411764705884,0.6394607843137255
496,2021,4,15,1.6651422569818195,5,3,39,44.12820512820513,0.39883547008547016
497,2021,4,16,1.7575718773751932,4,2,14,52.714285714285715,0.6280844155844154
498,2021,4,17,1.692960293408566,7,2,280,66.65714285714286,0.8132142857142857
499,2021,4,18,1.6611706140690403,2,2,80,66.7625,0.8174999999999999
500,2021,4,19,1.4349258888446532,3,2,10,56.2,0.6666666666666666
501,2021,4,20,1.3575722663814302,5,3,14,38.857142857142854,0.4399889198103484
502,2021,4,21,1.3597676458372945,7,3,73,61.47945205479452,0.7516742770167426
503,2021,4,22,1.3220541518990974,10,5,143,63.08391608391609,0.7402374014874014
504,2021,4,23,1.1827239142971335,7,4,44,27.886363636363637,0.2942968647514102
505,2021,4,24,1.14209391212712,9,4,20,38.6,0.2603401360544218
506,2021,4,25,1.0587775242232556,4,3,16,54.25,0.6691840277777779
507,2021,4,26,1.0422976266087889,3,2,11,59.36363636363637,0.7136363636363635
508,2021,4,27,1.2345543236815972,6,5,22,53.18181818181818,0.5234848484848486
509,2021,4,28,1.3591605156251232,17,2,157,60.439490445859875,0.7223291835552981
510,2021,4,29,1.305464983952252,19,5,55,31.254545454545454,0.29786617369870966
511,2021,4,30,1.3083380005853085,17,2,28,32.535714285714285,0.36388888888888893
512,2021,5,1,1.3615567040734842,16,3,41,25.829268292682926,0.3040650406504065
513,2021,5,2,1.3908526601297255,22,3,43,29.767441860465116,0.3376391825229035
514,2021,5,3,1.315531955488838,15,3,29,31.75862068965517,0.38123973727422
515,2021,5,4,1.4587566174255098,165,3,882,30.233560090702948,0.3474395313681028
516,2021,5,5,1.2773084424520122,19,2,37,33.108108108108105,0.39009009009009016
517,2021,5,6,1.3890658063310743,17,2,31,35.064516129032256,0.4076246334310852
518,2021,5,7,1.3713558633787866,59,4,123,34.7479674796748,0.3971107928882319
519,2021,5,8,1.46144699823912,13,3,41,32.41463414634146,0.18954849012775843
520,2021,5,9,1.4770236570385222,15,2,30,30.5,0.35222222222222227
521,2021,5,10,1.508150584760337,20,3,84,35.54761904761905,0.39651233852126716
522,2021,5,11,1.361645965067391,24,4,50,34.64,0.38333333333333336
523,2021,5,12,1.4207184395460646,15,1,31,34.87096774193548,0.40322580645161293
524,2021,5,13,1.1998354747136537,13,2,83,35.7710843373494,0.41164658634538165
525,2021,5,14,1.1931218569032465,20,2,44,30.136363636363637,0.290625
526,2021,5,15,1.2397605344298694,16,2,333,31.28228228228228,0.35737165737165744
527,2021,5,16,1.104412069484422,6,1,10,35.6,0.4166666666666667
528,2021,5,17,1.1016469751166944,18,2,131,34.29770992366412,0.402735368956743
529,2021,5,18,1.0465483249159355,14,2,31,36.25806451612903,0.3734543010752689
530,2021,5,19,1.079900452977692,20,2,143,32.20979020979021,0.37291042291042303
531,2021,5,20,0.7520084760747409,26,4,50,33.54,0.3628888888888888
532,2021,5,21,0.8080690981657428,9,2,16,31.5,0.353125
533,2021,5,22,0.6647705858214186,9,2,15,33.6,0.3888888888888889
534,2021,5,23,0.593920093780067,10,2,20,29.2,0.37333333333333335
535,2021,5,24,0.5036927335361628,11,2,20,29.4,0.3333333333333333
536,2021,5,25,0.6206263558632156,13,4,121,34.96694214876033,0.38007262709742046
537,2021,5,26,0.6011072789337611,11,2,19,33.89473684210526,0.39473684210526316
538,2021,5,27,0.7219965088117759,19,3,32,30.8125,0.3794507575757576
539,2021,5,28,0.6773457780805637,15,4,32,35.4375,0.3788020833333334
540,2021,5,29,0.6028780299225333,13,2,23,31.347826086956523,0.36231884057971014
541,2021,5,30,0.541100867116727,8,2,13,33.38461538461539,0.3733974358974359
542,2021,5,31,0.5524469208513926,25,4,60,30.2,0.33712301587301585
543,2021,6,1,0.603295563480736,23,4,159,58.930817610062896,0.6971828119469629
544,2021,6,2,0.6069107534915025,13,5,22,32.86363636363637,0.3378787878787879
545,2021,6,3,0.65050285039586,12,3,20,34.2,0.37558982683982683
546,2021,6,4,0.7300069062937065,8,4,17,25.58823529411765,0.20147058823529412
547,2021,6,5,0.6413510190584855,4,2,10,36.4,0.32174107142857145
548,2021,6,6,0.6183264445233734,10,2,15,21.266666666666666,0.25833333333333336
549,2021,6,7,0.6459990261818415,16,4,30,33.03333333333333,0.3769642857142858
550,2021,6,8,0.5879422278991415,15,5,28,29.714285714285715,0.2988156114718614
551,2021,6,9,0.5772883891540906,13,4,23,30.782608695652176,0.34210897797854317
552,2021,6,10,0.6006797175286978,49,3,192,23.026041666666668,0.28632628367003365
553,2021,6,11,0.5548977193345118,17,2,36,32.02777777777778,0.4203703703703704
554,2021,6,12,0.499731022791419,11,2,20,29.25,0.3206060606060606
555,2021,6,13,0.4875764292475139,12,2,29,26.79310344827586,0.30331657088122604
556,2021,6,14,0.524470937339649,17,4,45,26.866666666666667,0.2616803751803752
557,2021,6,15,0.5581854523506017,13,2,27,28.85185185185185,0.27816358024691357
558,2021,6,16,0.551697059384648,16,2,35,35.34285714285714,0.3099047619047619
559,2021,6,17,0.5524019362294971,12,3,25,41.56,0.37383333333333335
560,2021,6,18,0.5504731807914128,26,4,46,34.17391304347826,0.3367216026726897
561,2021,6,19,0.5002480412918224,14,2,31,35.41935483870968,0.3931899641577062
562,2021,6,20,0.4876698310747784,11,2,38,35.81578947368421,0.41666666666666674
563,2021,6,21,0.491291524412857,17,4,30,35.166666666666664,0.22838383838383836
564,2021,6,22,0.3918634172776528,15,3,28,36.607142857142854,0.39306972789115646
565,2021,6,23,0.3663918659785244,15,4,103,33.52427184466019,0.35337378640776707
566,2021,6,24,0.4070946284990587,63,4,245,32.12244897959184,0.29832699184521344
567,2021,6,25,0.4297346328740491,20,4,43,33.58139534883721,0.3235981912144703
568,2021,6,26,0.3980093845289651,11,3,25,33.56,0.3554055555555556
569,2021,6,27,0.3997067845306793,11,3,29,27.275862068965516,0.2643199233716475
570,2021,6,28,0.4091026850978765,14,3,25,32.52,0.3836
571,2021,6,29,0.4273832129772091,8,2,13,24.923076923076923,0.2414169164169164
572,2021,6,30,0.4570152400302603,12,3,17,26.941176470588236,0.35441176470588237
573,2021,7,1,0.4613074748338748,7,2,11,42.63636363636363,0.3931818181818182
574,2021,7,2,0.4398351648685794,17,2,128,36.6953125,0.39221185064935066
575,2021,7,3,0.4400178065375952,18,2,31,33.354838709677416,0.3585450705208771
576,2021,7,4,0.4474554650396217,5,1,10,35.9,0.4166666666666667
577,2021,7,5,0.4552767010157297,14,2,76,32.171052631578945,0.38282040328092964
578,2021,7,6,0.4360856748023486,14,2,67,35.97014925373134,0.42133084577114427
579,2021,7,7,0.4582210498149943,17,4,35,32.628571428571426,0.40320346320346323
580,2021,7,8,0.4790607124738431,19,3,33,29.181818181818183,0.36884374043464957
581,2021,7,9,0.4329379922210201,6,2,8,20.75,0.29583333333333334
582,2021,7,10,0.4414380027919847,13,3,25,22.8,0.314
583,2021,7,11,0.4321865641486766,6,2,9,28.444444444444443,0.2144973544973545
584,2021,7,12,0.447384489211605,7,2,9,36.666666666666664,0.3805555555555556
585,2021,7,13,0.4291973901756626,17,3,35,27.771428571428572,0.3373072562358277
586,2021,7,14,0.418081388189405,7,2,14,28.928571428571427,0.32202380952380955
587,2021,7,15,0.4155857062974541,4,2,4,75.75,0.40650917065390746
588,2021,7,16,0.3980198509403548,14,2,81,51.864197530864196,0.5981149457538346
589,2021,7,17,0.3768898400065453,6,2,8,28.0,0.4125
590,2021,7,19,0.383290989048007,14,3,35,40.22857142857143,0.34524232386660964
591,2021,7,20,0.3607636203295608,15,3,32,23.3125,0.22039930555555556
592,2021,7,21,0.3465329353778642,7,3,10,24.9,0.26071428571428573
593,2021,7,22,0.3749506638894588,14,3,37,32.21621621621622,0.3014342020592021
594,2021,7,23,0.3772636437279832,14,4,112,36.205357142857146,0.39113033234126987
595,2021,7,24,0.3900819313387886,4,1,7,40.57142857142857,0.4761904761904762
596,2021,7,25,0.4074873920335633,8,3,14,25.642857142857142,0.3302380952380952
597,2021,7,26,0.4158115021864945,14,3,127,33.826771653543304,0.3741141732283466
598,2021,7,27,0.4175694494768181,14,2,33,29.727272727272727,0.31919191919191925
599,2021,7,28,0.4302299371581584,12,2,22,33.18181818181818,0.43333333333333335
600,2021,7,29,0.4350931989919823,15,3,32,27.28125,0.23425366950757578
601,2021,7,30,0.4491707042578954,12,2,19,32.36842105263158,0.35572169059011166
602,2021,7,31,0.4646333850344396,6,2,8,28.75,0.4125
603,2021,8,1,0.4935422970621078,10,2,16,32.125,0.4395833333333333
604,2021,8,2,0.5212717598053935,13,2,22,30.772727272727273,0.3569234006734006
605,2021,8,3,0.5255121622975775,13,2,75,34.653333333333336,0.4012222222222222
606,2021,8,4,0.5292910354601387,17,3,36,27.805555555555557,0.3183614417989419
607,2021,8,5,0.5929789293561419,9,2,26,21.73076923076923,0.2895299145299145
608,2021,8,6,0.5872122895362454,17,4,33,30.575757575757574,0.29985569985569993
609,2021,8,7,0.5813139438683651,11,2,16,24.8125,0.2546638257575758
610,2021,8,8,0.5946602742894344,8,2,25,23.8,0.20108285714285715
611,2021,8,9,0.5476706955087163,20,4,71,27.64788732394366,0.2675469483568076
612,2021,8,10,0.5753472770098575,19,3,43,37.348837209302324,0.3302008752761147
613,2021,8,11,0.5936031172092159,12,3,93,58.39784946236559,0.7073220686123911
614,2021,8,12,0.6671095089131526,11,3,22,23.5,0.2602272727272727
615,2021,8,13,0.6291514783776044,12,3,21,31.142857142857142,0.36190476190476184
616,2021,8,14,0.6828473990751321,8,2,12,32.25,0.38333333333333336
617,2021,8,15,0.7172820771007347,15,3,275,28.22909090909091,0.3150977272727273
618,2021,8,16,0.7388242714207528,11,2,21,28.476190476190474,0.3412698412698412
619,2021,8,17,0.7413195324457359,14,4,25,31.44,0.34874761904761903
620,2021,8,18,0.7192216437280731,5,3,5,19.0,0.17666666666666667
621,2021,8,19,0.7710042716791343,11,2,19,34.526315789473685,0.3848684210526316
622,2021,8,20,0.8164740626581893,10,3,20,37.3,0.3507359307359307
623,2021,8,21,0.932420818861498,13,3,27,32.74074074074074,0.4416666666666667
624,2021,8,22,0.9665048657990628,10,3,20,33.3,0.41452380952380946
625,2021,8,23,0.964987894627351,19,3,33,32.666666666666664,0.358356290174472
626,2021,8,24,0.9607036747672248,16,3,32,35.59375,0.35526827050264553
627,2021,8,25,0.8716109061522125,12,3,21,32.523809523809526,0.3926406926406927
628,2021,8,26,0.9150905563179152,9,4,14,37.57142857142857,0.40119047619047615
629,2021,8,27,0.8328169493855415,15,3,37,29.216216216216218,0.3183783783783784
630,2021,8,28,0.8635876644021974,8,3,16,30.3125,0.1549984217171717
631,2021,8,29,0.8678280475984056,10,3,19,29.526315789473685,0.2926535087719298
632,2021,8,30,0.8560885922945436,13,3,90,30.966666666666665,0.36296296296296293
633,2021,8,31,0.8151824652038404,20,4,38,28.81578947368421,0.34879385964912285
634,2021,9,1,0.8683764449787141,19,4,36,31.555555555555557,0.40317340067340063
635,2021,9,2,0.9147677701643758,15,3,34,26.38235294117647,0.2082103952692188
636,2021,9,3,0.9031564171161456,9,3,15,31.4,0.29768518518518516
637,2021,9,4,0.8970298553040331,14,4,28,37.0,0.31792038690476193
638,2021,9,5,0.9526113706594944,11,3,21,35.333333333333336,0.38888888888888895
639,2021,9,6,0.9823371746945682,10,3,18,28.555555555555557,0.31529100529100534
640,2021,9,7,0.9692447988104804,11,2,19,34.78947368421053,0.39473684210526316
641,2021,9,8,0.7661857189454475,13,3,27,30.77777777777778,0.37006172839506174
642,2021,9,9,0.7575289354278448,23,3,90,36.5,0.4146931216931218
643,2021,9,10,0.7650993241359428,13,3,21,32.333333333333336,0.36031746031746026
644,2021,9,11,0.712121887640977,11,2,23,39.78260869565217,0.4000611707133446
645,2021,9,12,0.724840619391737,8,2,12,31.583333333333332,0.3548611111111111
646,2021,9,13,0.8452043893946044,22,2,56,31.196428571428573,0.252984167783275
647,2021,9,14,0.7574018010166038,14,3,37,27.675675675675677,0.24119744744744745
648,2021,9,15,0.7955107909065912,16,2,29,30.96551724137931,0.2720592625765039
649,2021,9,16,0.8546266543801592,20,2,216,34.18518518518518,0.3878134645061728
650,2021,9,17,0.8401467258983562,11,2,18,37.72222222222222,0.37815656565656564
651,2021,9,18,0.7918315358025878,9,2,14,31.214285714285715,0.35714285714285715
652,2021,9,19,0.8075408455756655,9,2,13,31.923076923076923,0.32459639126305795
653,2021,9,20,0.7592833219100275,6,2,9,32.55555555555556,0.48148148148148145
654,2021,9,21,0.6483910646275339,10,2,21,35.476190476190474,0.2801467051467051
655,2021,9,22,0.5947994765467775,17,2,29,31.482758620689655,0.38045977011494264
656,2021,9,23,0.681070405191385,6,2,7,19.571428571428573,0.36413419913419914
657,2021,9,24,0.7285688713470243,16,4,30,28.9,0.35806228956228964
658,2021,9,25,0.6671447808644774,14,4,129,33.55038759689923,0.39247954349698544
659,2021,9,26,0.6777408423819389,18,3,40,35.6,0.2673867018398268
660,2021,9,27,0.6706308452111636,13,3,22,35.45454545454545,0.3662193362193362
661,2021,9,28,0.6378923927265296,15,3,28,37.57142857142857,0.3818168934240363
662,2021,9,29,0.6015992853923697,10,3,18,23.333333333333332,0.27372685185185186
663,2021,9,30,0.6102449666323441,20,2,281,33.97864768683274,0.3922732664725548
664,2021,10,1,0.6393658179740194,8,3,13,32.38461538461539,0.3580346736596737
665,2021,10,2,0.6971524118563731,10,2,18,32.44444444444444,0.4287037037037037
666,2021,10,3,0.7118651842087024,15,3,227,35.392070484581495,0.417535487028879
667,2021,10,4,0.7285041145484318,11,2,24,37.208333333333336,0.3721906565656566
668,2021,10,5,0.7101548530417895,11,2,38,36.078947368421055,0.39718045112781963
669,2021,10,6,0.7537169204285215,18,4,35,30.314285714285713,0.3764285714285715
670,2021,10,7,0.7891880155718427,20,4,37,31.054054054054053,0.36963213213213225
671,2021,10,8,0.8191644688515514,18,3,70,35.52857142857143,0.40657785336356767
672,2021,10,9,0.8310721570119198,12,3,28,38.32142857142857,0.3381463199949401
673,2021,10,10,0.8652452043126725,25,4,67,26.059701492537314,0.29890547263681594
674,2021,10,11,0.8185172406766047,25,5,57,32.50877192982456,0.3068015683147262
675,2021,10,12,0.7879004434962058,31,5,97,28.536082474226806,0.318006091846298
676,2021,10,13,0.7537934132123996,11,4,36,31.166666666666668,0.3553240740740742
677,2021,10,14,0.7755772955784324,11,2,25,33.72,0.38587445887445887
678,2021,10,15,0.8167203852798592,12,3,31,34.645161290322584,0.24986885331460112
679,2021,10,16,0.8110196654824164,10,2,17,33.588235294117645,0.39215686274509803
680,2021,10,17,0.8436796613093343,11,4,22,33.40909090909091,0.39074675324675323
681,2021,10,18,0.8174373389584316,11,3,27,33.51851851851852,0.27573810669048765
682,2021,10,19,0.8186805021183897,13,3,25,32.76,0.3961428571428572
683,2021,10,20,0.825124817989106,16,4,251,35.04780876494024,0.3974076975955177
684,2021,10,21,0.8793003960260658,17,3,46,28.869565217391305,0.4222826086956522
685,2021,10,22,0.9120978240681864,21,5,60,27.4,0.3793995040365779
686,2021,10,23,0.9186610601467896,12,3,28,36.035714285714285,0.3514880952380953
687,2021,10,24,0.9052647418103412,10,2,16,33.125,0.4770833333333334
688,2021,10,25,0.879838467059173,14,4,26,28.076923076923077,0.34054487179487186
689,2021,10,26,0.9067711267784564,11,4,42,24.571428571428573,0.19891487150415724
690,2021,10,27,0.9264085677247612,15,4,28,29.142857142857142,0.32832792207792216
691,2021,10,28,0.7981489396779016,23,3,58,31.03448275862069,0.31816112168482863
692,2021,10,29,0.8223280408620783,14,4,25,31.76,0.23058571428571428
693,2021,10,30,0.8347642945342921,14,4,53,29.28301886792453,0.21520166285496475
694,2021,10,31,0.8073845715771822,19,3,78,27.55128205128205,0.20810184117876426
695,2021,11,1,0.8757896854234054,32,5,65,27.153846153846153,0.3149140602986757
696,2021,11,2,1.201483332150492,46,4,103,30.961165048543688,0.3170680048107232
697,2021,11,3,1.0656980583833149,21,4,47,28.170212765957448,0.32475016118633143
698,2021,11,4,1.015219356183973,20,4,45,25.511111111111113,0.3275925925925926
699,2021,11,5,0.9809325034995195,19,3,43,33.0,0.3591676734118595
700,2021,11,6,0.9495880786350392,14,2,27,28.14814814814815,0.25209876543209875
701,2021,11,7,0.945092929028623,13,2,28,34.5,0.38583333333333336
702,2021,11,8,0.9641151151766844,15,3,28,33.035714285714285,0.35000000000000003
703,2021,11,9,1.004853447984547,17,3,35,33.82857142857143,0.38095238095238104
704,2021,11,10,0.9758842374918976,21,5,47,32.191489361702125,0.3557565011820331
705,2021,11,11,0.8891212266312123,21,2,39,33.38461538461539,0.33399211899211906
706,2021,11,12,0.9316292223378476,17,3,34,31.647058823529413,0.36740196078431375
707,2021,11,13,0.9069587307238316,11,3,27,35.333333333333336,0.3441468253968254
708,2021,11,14,0.9508799212607632,15,2,199,35.57788944723618,0.41574539363484087
709,2021,11,15,0.9359925342426052,26,4,51,32.80392156862745,0.36981209150326794
710,2021,11,16,0.9103309071467908,20,3,46,37.52173913043478,0.38487977602108037
711,2021,11,17,0.8487535136602569,21,4,54,30.14814814814815,0.3333333333333333
712,2021,11,18,0.8603437415574454,14,3,45,17.488888888888887,0.30730158730158735
713,2021,11,19,0.7983869974365674,27,4,58,33.10344827586207,0.3856444991789819
714,2021,11,20,0.9038281553336212,29,5,60,30.566666666666666,0.3451388888888889
715,2021,11,21,0.9248752571293768,16,4,34,28.323529411764707,0.30211834733893567
716,2021,11,22,1.011407104944234,25,7,49,31.428571428571427,0.35258503401360547
717,2021,11,23,1.0326456023432065,26,5,48,31.291666666666668,0.3679987373737374
718,2021,11,24,1.106112026891542,23,5,55,25.618181818181817,0.27696969696969703
719,2021,11,25,0.9938127863673886,21,5,43,26.511627906976745,0.3172480620155039
720,2021,11,26,1.0140105986763848,12,3,22,25.318181818181817,0.3165030991735537
721,2021,11,27,1.0949586161495148,26,3,52,34.21153846153846,0.4006410256410256
722,2021,11,28,1.1346398957425978,11,2,27,31.962962962962962,0.37037037037037046
723,2021,11,29,1.0788582372112416,24,5,48,29.6875,0.32807436342592594
724,2021,11,30,1.0587689824496236,28,5,56,28.821428571428573,0.34464285714285714
725,2021,12,1,1.280507378399727,29,5,66,28.363636363636363,0.3304015534129171
726,2021,12,2,1.2437964093661835,20,4,42,34.45238095238095,0.34535147392290255
727,2021,12,3,1.217449515236735,31,5,68,28.705882352941178,0.3466549688057041
728,2021,12,4,1.2465149626210323,21,3,38,35.526315789473685,0.406827485380117
729,2021,12,5,1.0332112569829195,24,6,46,39.32608695652174,0.36646739130434786
730,2021,12,6,0.9438377249887931,31,6,99,32.35353535353536,0.3489201101928374
731,2021,12,7,0.952209944770666,27,4,52,32.17307692307692,0.4048076923076923
732,2021,12,8,0.9071989827440498,29,4,72,30.055555555555557,0.3233506944444444
733,2021,12,9,0.9366024798473834,14,4,39,28.564102564102566,0.2842479279979281
734,2021,12,10,0.898532125773034,19,5,78,34.6025641025641,0.36938969017094014
735,2021,12,11,0.8379071064500758,17,3,39,27.435897435897434,0.3177350427350428
736,2021,12,12,0.8702613206790996,22,3,46,29.630434782608695,0.3432971014492754
737,2021,12,13,0.8694836240547615,21,4,44,30.545454545454547,0.3363202233372688
