airport_id,date,metar
KMIA,2014-01-10,KMIA 100253Z 12005KT 10SM FEW018 SCT035 BKN060 BKN220 24/22 A3020 RMK AO2 SLP225 T02440222 51016
KMIA,2014-01-10,KMIA 100353Z 11008KT 10SM FEW018 SCT035 SCT060 BKN220 24/22 A3018 RMK AO2 SLP219 T02440222
KMIA,2014-01-10,KMIA 100453Z 11009KT 8SM SCT020 BKN030 BKN065 24/22 A3017 RMK AO2 SLP218 T02440217 402610217
KMIA,2014-01-10,KMIA 100553Z 12009KT 10SM FEW020 BKN070 OVC250 24/21 A3016 RMK AO2 SLP213 T02390211 10250 20239 56012
KMIA,2014-01-10,KMIA 100653Z 10007KT 10SM FEW020 SCT070 OVC250 24/21 A3014 RMK AO2 SLP207 T02390211
KMIA,2014-01-10,KMIA 100753Z 11008KT 10SM FEW021 24/21 A3013 RMK AO2 SLP203 T02390211
KMIA,2014-01-10,KMIA 100853Z 11006KT 10SM FEW020 SCT065 BKN250 23/21 A3013 RMK AO2 SLP204 T02330206 55009
KMIA,2014-01-10,KMIA 100953Z 10007KT 10SM FEW020 SCT070 OVC250 23/20 A3012 RMK AO2 SLP200 T02330200
KMIA,2014-01-10,KMIA 101053Z 09004KT 10SM FEW020 SCT070 BKN250 23/19 A3014 RMK AO2 SLP206 T02330194
KMIA,2014-01-10,KMIA 101153Z 00000KT 10SM BKN022 BKN065 BKN180 OVC250 23/20 A3016 RMK AO2 SLP212 70004 T02330200 10244 20222 51012
KMIA,2014-01-10,KMIA 101253Z 10007KT 10SM FEW020 SCT180 BKN250 23/21 A3016 RMK AO2 SLP213 T02330211
KMIA,2014-01-10,KMIA 101353Z 10009KT 10SM FEW023 SCT180 BKN250 26/22 A3017 RMK AO2 SLP215 T02560217
KMIA,2014-01-10,KMIA 101453Z 11012KT 10SM BKN017 BKN180 BKN250 27/22 A3017 RMK AO2 SLP216 T02670222 53004
KMIA,2014-01-10,KMIA 101553Z 12012G18KT 10SM SCT017 BKN220 26/22 A3015 RMK AO2 SLP210 T02610217
KMIA,2014-01-10,KMIA 101653Z 13012G21KT 10SM FEW018 BKN220 27/22 A3013 RMK AO2 SLP201 T02670217
KMIA,2014-01-10,KMIA 101753Z 14013G22KT 10SM FEW020 SCT180 BKN220 27/22 A3010 RMK AO2 SLP194 T02720217 10272 20222 58023
KMIA,2014-01-10,KMIA 101853Z 12015G21KT 10SM SCT021 BKN210 27/21 A3008 RMK AO2 SLP187 T02720211
KMIA,2014-01-10,KMIA 101953Z 13014G19KT 10SM SCT021 BKN220 26/21 A3008 RMK AO2 SLP185 T02610211
KMIA,2014-01-10,KMIA 102053Z 12011KT 10SM SCT021 SCT050 BKN200 26/21 A3007 RMK AO2 SLP183 T02610211 56010
KMIA,2014-01-10,KMIA 102153Z 12008KT 10SM SCT022 SCT210 BKN300 26/21 A3008 RMK AO2 SLP186 T02610211
KMIA,2014-01-10,KMIA 102253Z 11007KT 10SM SCT018 SCT050 SCT210 BKN300 25/22 A3008 RMK AO2 SLP187 T02500217
KMIA,2014-01-10,KMIA 102353Z 12007KT 10SM FEW018 BKN190 BKN300 25/22 A3009 RMK AO2 SLP189 T02500217 10272 20250 51006
KMIA,2014-01-11,KMIA 110053Z 10007KT 10SM FEW020 BKN190 BKN300 24/22 A3010 RMK AO2 SLP194 T02440222
KMIA,2014-01-11,KMIA 110153Z 09007KT 10SM SCT017 SCT024 SCT190 BKN300 25/22 A3011 RMK AO2 SLP197 T02500222
KMIA,2014-01-11,KMIA 110253Z 10006KT 10SM FEW017 BKN200 24/22 A3011 RMK AO2 SLP197 T02440222 51008
KMIA,2014-01-11,KMIA 110353Z 11008KT 10SM FEW026 SCT210 24/22 A3011 RMK AO2 SLP196 T02440222
KMIA,2014-01-11,KMIA 110453Z 11005KT 10SM SCT026 BKN090 24/23 A3010 RMK AO2 SLP194 T02440228 402720222
KMIA,2014-01-11,KMIA 110553Z 12004KT 10SM FEW018 SCT090 24/22 A3009 RMK AO2 SLP190 T02390222 10250 20233 58007
KMIA,2014-01-11,KMIA 110653Z 13004KT 10SM SCT018 24/22 A3009 RMK AO2 SLP190 T02390222
KMIA,2014-01-11,KMIA 110753Z 13004KT 10SM FEW022 23/22 A3009 RMK AO2 SLP188 98133 T02330217
KMIA,2014-01-11,KMIA 110853Z 13006KT 10SM FEW022 24/22 A3008 RMK AO2 SLP186 T02390217 58004
KMIA,2014-01-11,KMIA 110953Z 13007KT 10SM FEW022 24/22 A3007 RMK AO2 SLP184 T02390217
KMIA,2014-01-11,KMIA 111053Z 13005KT 10SM FEW022 23/22 A3008 RMK AO2 SLP184 T02330217
KMIA,2014-01-11,KMIA 111153Z 15005KT 10SM FEW022 24/22 A3009 RMK AO2 SLP189 T02390217 10239 20233 53003
KMIA,2014-01-11,KMIA 111253Z 15006KT 10SM FEW022 24/22 A3010 RMK AO2 SLP192 T02390217
KMIA,2014-01-11,KMIA 111353Z 14010KT 10SM FEW025 26/22 A3011 RMK AO2 SLP197 T02560222
KMIA,2014-01-11,KMIA 111453Z 14012G18KT 10SM FEW019 SCT031 27/22 A3013 RMK AO2 SLP203 T02670222 53014
KMIA,2014-01-11,KMIA 111553Z 17011G18KT 10SM SCT021 BKN032 27/22 A3013 RMK AO2 SLP201 T02670217
KMIA,2014-01-11,KMIA 111653Z 16015KT 10SM SCT024 BKN034 27/22 A3009 RMK AO2 SLP191 T02720217
KMIA,2014-01-11,KMIA 111753Z 14013G23KT 10SM SCT028 BKN034 28/21 A3006 RMK AO2 SLP180 T02780211 10283 20239 58023
KMIA,2014-01-11,KMIA 111853Z 15014G20KT 10SM FEW024 SCT030 BKN045 28/22 A3004 RMK AO2 SLP171 T02780217
KMIA,2014-01-11,KMIA 111953Z 17014G23KT 10SM FEW026 SCT035 27/21 A3001 RMK AO2 SLP162 T02720206
KMIA,2014-01-11,KMIA 112053Z 18011G20KT 10SM SCT037 27/21 A3000 RMK AO2 SLP159 T02720211 56021
KMIA,2014-01-11,KMIA 112153Z 16011G19KT 10SM FEW035 27/21 A3001 RMK AO2 SLP161 T02670211
KMIA,2014-01-11,KMIA 112253Z 17006KT 10SM FEW027 26/21 A3001 RMK AO2 SLP164 T02560211
KMIA,2014-01-11,KMIA 112353Z 20008KT 10SM CLR 25/21 A3003 RMK AO2 SLP169 T02500206 10283 20250 53009
KMIA,2014-01-12,KMIA 120053Z 22004KT 10SM CLR 24/21 A3006 RMK AO2 SLP178 T02440211
KMIA,2014-01-12,KMIA 120153Z 23004KT 10SM CLR 24/21 A3007 RMK AO2 SLP184 T02390211
KMIA,2014-01-12,KMIA 120253Z 23005KT 10SM CLR 24/22 A3009 RMK AO2 SLP189 T02390217 51020
KMIA,2014-01-12,KMIA 120353Z 20004KT 10SM CLR 23/21 A3007 RMK AO2 SLP183 T02280211
KMIA,2014-01-12,KMIA 120453Z 23003KT 10SM FEW250 22/21 A3007 RMK AO2 SLP183 T02220211 402830222
KMIA,2014-01-12,KMIA 120553Z 24004KT 10SM SCT010 SCT250 22/21 A3008 RMK AO2 SLP184 T02220211 10256 20222 55005
KMIA,2014-01-12,KMIA 120653Z 20003KT 8SM FEW010 SCT040 SCT250 22/21 A3006 RMK AO2 SLP179 T02170211
KMIA,2014-01-12,KMIA 120753Z 22004KT 7SM BKN004 BKN009 BKN250 22/21 A3006 RMK AO2 SLP177 98264 T02170211
KMIA,2014-01-12,KMIA 120853Z 25005KT 9SM FEW006 SCT040 OVC250 22/21 A3005 RMK AO2 SLP176 T02220211 56008 $
KMIA,2014-01-12,KMIA 120953Z 22005KT 9SM FEW006 SCT090 OVC250 22/21 A3005 RMK AO2 SLP175 T02170211 $
KMIA,2014-01-12,KMIA 121053Z 28003KT 10SM FEW006 OVC015 22/21 A3007 RMK AO2 SLP182 T02170211 $
KMIA,2014-01-12,KMIA 121153Z 26004KT 10SM BKN013 BKN085 OVC250 22/21 A3009 RMK AO2 SLP188 T02170206 10228 20217 53012 $
KMIA,2014-01-12,KMIA 121253Z 29003KT 10SM FEW017 SCT033 BKN065 BKN250 22/21 A3011 RMK AO2 SLP196 T02170206 $
KMIA,2014-01-12,KMIA 121353Z 32010KT 10SM FEW025 SCT033 BKN060 BKN250 22/17 A3014 RMK AO2 SLP206 T02170172 $
KMIA,2014-01-12,KMIA 121453Z 33008KT 10SM FEW025 SCT055 SCT120 23/18 A3016 RMK AO2 SLP214 T02280183 51026 $
KMIA,2014-01-12,KMIA 121553Z 32007KT 10SM SCT017 23/17 A3016 RMK AO2 SLP214 T02280172 $
KMIA,2014-01-12,KMIA 121653Z 33006KT 10SM FEW017 SCT250 24/17 A3014 RMK AO2 SLP208 T02440172 $
KMIA,2014-01-12,KMIA 121753Z 00000KT 10SM FEW020 SCT250 25/16 A3012 RMK AO2 SLP199 T02500161 10256 20217 58015 $
KMIA,2014-01-12,KMIA 121853Z VRB03KT 10SM FEW020 SCT250 26/15 A3009 RMK AO2 SLP190 T02610150 $
KMIA,2014-01-12,KMIA 121953Z 05006G19KT 10SM FEW080 BKN250 27/14 A3009 RMK AO2 SLP189 T02670144 $
KMIA,2014-01-12,KMIA 122053Z 07010KT 10SM BKN250 26/16 A3010 RMK AO2 SLP193 T02560161 55006 $
KMIA,2014-01-12,KMIA 122153Z 06007KT 10SM BKN250 24/16 A3012 RMK AO2 SLP199 T02440161 $
KMIA,2014-01-12,KMIA 122253Z 07007KT 10SM FEW080 SCT250 23/16 A3014 RMK AO2 SLP205 T02280161 $
KMIA,2014-01-12,KMIA 122353Z 04004KT 10SM FEW250 22/16 A3015 RMK AO2 SLP208 T02220161 10272 20222 51015 $
KMIA,2014-01-13,KMIA 130053Z 03003KT 10SM CLR 22/16 A3016 RMK AO2 SLP212 T02220161 $
KMIA,2014-01-13,KMIA 130153Z 01003KT 10SM CLR 22/16 A3017 RMK AO2 SLP215 T02170161 $
KMIA,2014-01-13,KMIA 130253Z 00000KT 10SM FEW028 21/16 A3017 RMK AO2 SLP217 T02110161 51009 $
KMIA,2014-01-13,KMIA 130353Z 00000KT 10SM CLR 20/16 A3017 RMK AO2 SLP214 T02000156 $
KMIA,2014-01-13,KMIA 130453Z 00000KT 10SM FEW025 SCT250 19/16 A3015 RMK AO2 SLP210 T01940161 402720189 $
KMIA,2014-01-13,KMIA 130553Z 00000KT 10SM FEW030 SCT250 19/16 A3014 RMK AO2 SLP205 T01890161 10222 20183 58012 $
KMIA,2014-01-13,KMIA 130653Z 00000KT 10SM FEW030 19/17 A3013 RMK AO2 SLP201 T01890167 $
KMIA,2014-01-13,KMIA 130753Z 00000KT 10SM SCT022 19/17 A3012 RMK AO2 SLP199 T01890172 $
KMIA,2014-01-13,KMIA 130853Z 11003KT 10SM SCT025 BKN035 19/17 A3012 RMK AO2 SLP198 T01940172 56008 $
KMIA,2014-01-13,KMIA 130953Z 10007KT 10SM FEW025 22/19 A3011 RMK AO2 SLP196 T02170189 $
KMIA,2014-01-13,KMIA 131053Z 10004KT 10SM FEW025 21/19 A3012 RMK AO2 SLP198 T02110189 $
KMIA,2014-01-13,KMIA 131153Z 10004KT 10SM SCT022 21/19 A3012 RMK AO2 SLP199 T02110189 10222 20183 53001 $
KMIA,2014-01-13,KMIA 131253Z 12004KT 10SM FEW022 22/19 A3014 RMK AO2 SLP207 T02220194 $
KMIA,2014-01-13,KMIA 131353Z 12006KT 10SM FEW023 24/20 A3016 RMK AO2 SLP211 T02440200 $
KMIA,2014-01-13,KMIA 131453Z 11008KT 10SM SCT025 26/19 A3016 RMK AO2 SLP213 T02560194 51014 $
KMIA,2014-01-13,KMIA 131553Z 11011KT 10SM BKN024 27/20 A3015 RMK AO2 SLP210 T02670200 $
KMIA,2014-01-13,KMIA 131653Z 13012KT 10SM BKN023 BKN045 BKN250 26/20 A3013 RMK AO2 SLP201 T02560200 $
KMIA,2014-01-13,KMIA 131753Z 11010KT 10SM BKN023 BKN055 BKN250 27/21 A3010 RMK AO2 SLP191 T02670206 10272 20217 58022 $
KMIA,2014-01-13,KMIA 131853Z 14010KT 10SM BKN021 BKN050 BKN250 27/21 A3007 RMK AO2 SLP182 T02720211 $
KMIA,2014-01-13,KMIA 131953Z 12008KT 10SM SCT022 BKN240 26/20 A3006 RMK AO2 SLP181 T02610200
KMIA,2014-01-13,KMIA 132053Z 15006KT 10SM SCT024 SCT199 BKN250 26/21 A3006 RMK AO2 SLP179 T02610206 56012
KMIA,2014-01-13,KMIA 132153Z 15008KT 10SM SCT021 SCT100 BKN250 26/21 A3006 RMK AO2 SLP179 T02560206
KMIA,2014-01-13,KMIA 132253Z 12005KT 10SM FEW020 BKN250 24/21 A3006 RMK AO2 SLP178 T02440206
KMIA,2014-01-13,KMIA 132353Z 13005KT 10SM FEW020 BKN250 24/21 A3006 RMK AO2 SLP180 T02390211 10272 20239 53001
KMIA,2014-01-14,KMIA 140053Z 13005KT 10SM FEW020 BKN250 24/21 A3007 RMK AO2 SLP182 T02390211
KMIA,2014-01-14,KMIA 140153Z 13006KT 10SM SCT250 23/21 A3007 RMK AO2 SLP183 T02330206
KMIA,2014-01-14,KMIA 140253Z 15003KT 10SM FEW250 23/21 A3008 RMK AO2 SLP186 T02330206 53006
KMIA,2014-01-14,KMIA 140353Z 00000KT 10SM CLR 23/21 A3007 RMK AO2 SLP183 T02280206
KMIA,2014-01-14,KMIA 140453Z 15003KT 10SM CLR 22/20 A3005 RMK AO2 SLP175 T02220200 402720183
KMIA,2014-01-14,KMIA 140553Z 15003KT 10SM FEW020 22/21 A3003 RMK AO2 SLP168 T02220206 10239 20217 58018
KMIA,2014-01-14,KMIA 140653Z 00000KT 10SM FEW020 22/21 A3001 RMK AO2 SLP162 T02170211
KMIA,2014-01-14,KMIA 140753Z 00000KT 10SM FEW020 22/21 A2999 RMK AO2 SLP157 98301 T02170206
KMIA,2014-01-14,KMIA 140853Z 00000KT 10SM SCT022 22/21 A2998 RMK AO2 SLP154 T02220211 56015
KMIA,2014-01-14,KMIA 140953Z 00000KT 10SM FEW020 SCT200 23/21 A2998 RMK AO2 SLP154 T02280211
KMIA,2014-01-14,KMIA 141053Z 20004KT 10SM FEW023 SCT200 22/21 A2999 RMK AO2 SLP156 T02170206
