,id,normalized_name,region,investment_rounds,invested_companies,milestones,relationships
3294,f:13794,world business angels association,unknown,0,0,0,0
3295,f:13795,northern kentucky angels,unknown,0,0,0,0
3296,f:13796,venture financial management,unknown,0,0,0,1
3297,f:13797,angel forum,unknown,0,0,0,1
3298,f:13799,angels of southwest louisiana,United States - Other,0,0,0,6
3299,f:13800,angel venture forum,unknown,0,0,0,1
3300,f:13801,first business bank,unknown,0,0,0,1
3301,f:13802,7,SF Bay,0,0,0,2
3302,f:13803,venvelo,Orlando,0,0,1,0
3303,f:13804,ariel southeast angel,Savannah,0,0,0,9
3304,f:13805,bayl orange network,unknown,0,0,0,0
3305,f:13806,for arkansas future,United States - Other,0,0,0,0
3306,f:13807,billiken angels network,unknown,0,0,0,3
3307,f:13808,boise angel alliance,unknown,0,0,0,6
3308,f:13809,community angels investors,East Lansing,0,0,0,0
3309,f:1381,bear equity,Chico,2,1,0,6
3310,f:13810,ced,North Carolina - Other,0,0,0,9
3311,f:13811,central illinois angels,unknown,0,0,0,8
3312,f:13812,central gulf coast private investor network,unknown,0,0,0,0
3313,f:13813,champaign county economic development,United States - Other,0,0,0,6
3314,f:13814,chemical angel network,Houston,0,0,0,0
3315,f:13817,cowtown angels,unknown,0,0,0,0
3316,f:13818,cotton creek,Dallas,0,0,1,4
3317,f:13819,hansberger global investors,Fort Lauderdale,0,0,0,1
3318,f:13820,wyndhammortgage,Charlotte,0,0,0,0
3319,f:13821,rosgosstrakh,unknown,0,0,0,3
3320,f:13822,ameriabank,unknown,0,0,0,1
3321,f:13824,tritium,Austin,0,0,0,3
3322,f:13825,rgl forensics,unknown,0,0,0,1
3323,f:13826,fremont insurance,unknown,0,0,0,1
3324,f:13827,pacific compensation insurance,unknown,0,0,0,1
3325,f:13828,the hartford financial services company,unknown,0,0,0,1
3326,f:13829,bell financial,unknown,0,0,0,1
3327,f:1383,apex venture,Chicago,35,23,1,8
3328,f:13830,wavep,unknown,0,0,0,0
3329,f:13831,wargo company,unknown,0,0,0,1
3330,f:13832,act ii partners,unknown,0,0,0,1
3331,f:13833,prc venture partners,unknown,0,0,0,1
3332,f:13834,carson group,unknown,0,0,0,5
3333,f:13837,kensicomanagement,unknown,0,0,0,1
3334,f:13838,crowngroup,Jacksonville,0,0,0,3
3335,f:13839,citigate financial intelligence,unknown,0,0,0,1
3336,f:1384,ecenturypartners,Washington DC,6,5,0,4
3337,f:13840,funds,SF Bay,0,0,0,1
3338,f:13841,rose ventures,Madison,0,0,0,3
3339,f:13842,oneliberty ventures,unknown,0,0,0,4
3340,f:13843,palmer,unknown,0,0,0,1
3341,f:13844,the goetzman group,unknown,0,0,0,1
3342,f:13845,ballston spa national bank,unknown,0,0,0,1
3343,f:13846,bdb ventures,unknown,1,1,0,0
3344,f:13848,swedbank markets,unknown,0,0,0,1
3345,f:13849,biltmore angel group,unknown,0,0,0,0
3346,f:1385,atmos,unknown,2,2,0,0
3347,f:13851,eastern new york angels,unknown,0,0,0,0
3348,f:13852,ben franklin technologyof central and northern pennsylvania,Pennsylvania - Other,0,0,1,12
3349,f:13854,mbc ventures,unknown,2,2,0,0
3350,f:13855,r r ventures,Washington DC,2,2,0,3
3351,f:13856,eban,Belgium - Other,0,0,0,15
3352,f:13857,ecs angels,unknown,0,0,0,0
3353,f:13859,fort point angels,United States - Other,0,0,0,2
3354,f:1386,newspring ventures,Philadelphia,3,2,0,3
3355,f:13860,grupo guayacán,United States - Other,0,0,0,7
3356,f:13862,enterprisecorp,unknown,0,0,0,4
3357,f:13863,nexus,unknown,0,0,0,0
3358,f:13864,go beyond network,unknown,0,0,0,0
3359,f:13865,golden angels investors,Milwaukee,0,0,0,1
3360,f:13866,latour,Paris,0,0,2,0
3361,f:13868,warm springs venture investments,unknown,2,1,0,0
3362,f:13869,southern bancorp,unknown,0,0,0,1
3363,f:1387,first analysis,Chicago,17,13,0,47
3364,f:13870,agri vie,TBD,0,0,0,1
3365,f:13871,triplewest,unknown,1,1,0,0
3366,f:13872,refined resources,unknown,0,0,0,0
3367,f:13873,treetop ventures,Omaha,3,3,0,0
3368,f:13874,michigan emerging technology,unknown,1,1,0,0
3369,f:13875,candescent,Boston,0,0,1,2
3370,f:13876,voltallc,unknown,0,0,0,1
3371,f:13877,carlton corporate finance,unknown,0,0,0,1
3372,f:13878,fish taco,unknown,0,0,0,1
3373,f:13879,kentucky angel investors,unknown,0,0,0,0
3374,f:1388,brookline venture,Boston,4,1,0,2
3375,f:13880,wings,Seattle,0,0,0,39
3376,f:13881,sciath group,Chicago,0,0,0,1
3377,f:13882,batterson venture capita,unknown,1,1,0,0
3378,f:13883,omphalos venture,Minneapolis,1,1,0,0
3379,f:13884,twin bridgepartners,Chicago,0,0,0,6
3380,f:13885,blue sky alternative investments,Sydney,1,1,2,3
3381,f:13886,middleburgdevelopment,unknown,0,0,0,1
3382,f:13888,landmark angels,unknown,0,0,0,0
3383,f:13889,minnesota angel network,unknown,0,0,0,24
3384,f:1389,missionpointpartners,New York,9,4,0,4
3385,f:13890,myeloma angels,Indiana,0,0,0,0
3386,f:13892,the new york academy of sciences,unknown,0,0,0,58
3387,f:13896,windham professionals,unknown,0,0,0,1
3388,f:13897,gmb ventures,unknown,1,1,0,0
3389,f:13898,kedaara,Mumbai,0,0,0,0
3390,f:13899,launch valley,Atlanta,0,0,0,0
3391,f:139,allen company,Viera,56,41,0,18
3392,f:1390,north venture,SF Bay,0,0,0,3
3393,f:13900,alexandria venture,unknown,1,1,0,0
3394,f:13901,michigan angel,unknown,1,1,0,0
3395,f:13903,sevenmilepartners,New York,0,0,1,1
3396,f:13904,taube investment,unknown,1,1,0,0
3397,f:13906,leeds novamark,TBD,0,0,0,2
3398,f:13907,venture,unknown,1,1,0,0
3399,f:13908,pai,TBD,0,0,0,1
3400,f:13909,radnorwood,unknown,0,0,0,1
3401,f:1391,enterprise ireland,Dublin,93,87,0,24
3402,f:13910,cell ventures,unknown,0,0,0,1
3403,f:13912,basset investment group,Summit,1,1,1,3
3404,f:13913,platinum credit management,unknown,0,0,0,1
3405,f:13914,bayberry cf management,New York,0,0,0,2
3406,f:13915,longwood finance management,unknown,0,0,0,1
3407,f:13916,tivola ventures,Hamburg,2,2,0,0
3408,f:13917,crosspacific,SF Bay,0,0,0,1
3409,f:13918,medbridge venture,unknown,1,1,0,0
3410,f:13919,florida growth and florida opportunity funds,unknown,1,1,0,0
3411,f:1392,wdc,Kolkata,2,2,0,0
3412,f:13920,wasabi ventures,Manchester,6,6,0,8
3413,f:13921,siraj palestine,unknown,1,1,0,0
3414,f:13922,pa angel network,unknown,0,0,0,0
3415,f:13923,onekc for women,unknown,0,0,0,0
3416,f:13924,hela,unknown,0,0,0,1
3417,f:13925,rtpassociates,Raleigh-Durham,0,0,0,5
3418,f:13926,caleo,unknown,1,1,0,0
3419,f:13927,aquapartners,TBD,0,0,0,0
3420,f:13928,first fidelity bank n a,unknown,0,0,0,2
3421,f:13929,republic of turkey ministry of science industry and technology,unknown,1,1,0,0
3422,f:1393,american,Washington DC,9,7,0,134
3423,f:13930,plus550,unknown,1,1,0,0
3424,f:13931,breakout labs,SF Bay,2,2,0,0
3425,f:13932,two businessmen mgmt,unknown,0,0,0,1
3426,f:13934,omnivore,TBD,0,0,0,0
3427,f:13936,knight bishop,unknown,1,1,0,0
3428,f:13937,the north westfor energy environmental,unknown,1,1,0,0
3429,f:13938,350 investment,London,1,1,0,2
3430,f:1394,peachtreeadvisors,Los Angeles,0,0,0,1
3431,f:13940,enterprise institute,Brookings,0,0,0,11
3432,f:13941,seraphforum,Seattle,0,0,0,14
3433,f:13942,show me angels,Missouri - Other,0,0,0,0
3434,f:13943,sustainable local food investment group,unknown,0,0,0,0
3435,f:13944,blue hill,Philadelphia,0,0,0,1
3436,f:13945,the river valley investors,unknown,0,0,0,6
3437,f:13946,stateline angels,unknown,0,0,0,0
3438,f:13947,texoma angels,Texas - Other,0,0,0,0
3439,f:13948,the angel roundtable,unknown,1,1,0,8
3440,f:13949,idbi bank,unknown,0,0,0,1
3441,f:1395,egretpartners,New York,0,0,0,4
3442,f:13950,bruckmann rosser sherrill,New York,0,0,2,0
3443,f:13951,tip of the spear ventures,unknown,0,0,0,0
3444,f:13952,thenetwork,unknown,0,0,0,11
3445,f:13953,palladin consumer retail,Boston,0,0,0,0
3446,f:13954,greenwood management,Palma de Mallorca,0,0,2,0
3447,f:13955,orchard holdings group,Cincinnati,0,0,2,0
3448,f:13956,originpartners,Chicago,0,0,0,1
3449,f:13957,the cairo angels,TBD,0,0,1,0
3450,f:13958,sherpa,unknown,1,1,0,0
3451,f:13959,sterne agee,New York,0,0,0,0
3452,f:1396,rose tech ventures,New York,38,27,0,6
3453,f:13963,greater cincinnati venture association,unknown,0,0,0,1
3454,f:13964,rose hulman ventures,unknown,0,0,0,1
3455,f:13965,bonn,unknown,0,0,0,1
3456,f:13966,big ventures,unknown,1,1,0,0
3457,f:13967,fbr technology venture,unknown,0,0,0,2
3458,f:13968,öresundswebb,unknown,0,0,0,1
3459,f:13969,rx,unknown,0,0,0,1
3460,f:1397,space angels network,SF Bay,0,0,0,7
3461,f:13970,centennial savings and loan,unknown,0,0,0,1
3462,f:13971,tsm,unknown,0,0,0,1
3463,f:13972,johnston blakely company,unknown,0,0,0,1
3464,f:13973,spring lake equity,Boston,0,0,0,9
3465,f:13974,c w downer,unknown,0,0,0,1
3466,f:13978,baird,London,4,4,1,4
3467,f:13979,blackrock private equity,unknown,1,1,0,1
3468,f:13980,sagard,New York,0,0,0,6
3469,f:13981,prides,unknown,0,0,0,1
3470,f:13982,eaton vance management,unknown,0,0,0,1
3471,f:13983,third avenue real estate value,unknown,1,1,0,0
3472,f:13988,northstar global,unknown,0,0,0,1
3473,f:13989,west suburban angels,unknown,0,0,0,6
3474,f:1399,convergence,SF Bay,6,3,0,2
3475,f:13990,naperville development partnership,unknown,0,0,0,1
3476,f:13991,west texas angel network,Texas - Other,0,0,0,0
3477,f:13992,wisconsin angel network,Madison,0,0,0,1
3478,f:13993,york angels investors,Ontario,0,0,0,1
3479,f:13995,the catalystgroup,Ontario,0,0,0,1
3480,f:13996,knight ventures,London,0,0,0,5
3481,f:14,the kinsey hills group,SF Bay,7,4,0,0
3482,f:140,group,Indiana - Other,4,4,0,2
3483,f:1400,active starts,unknown,0,0,0,1
3484,f:14000,rlrpartners,unknown,0,0,0,1
3485,f:14001,national financial,unknown,0,0,0,1
3486,f:14003,american securitiespartners,unknown,1,1,0,0
3487,f:14004,oxford blackpoint venture,unknown,1,1,0,0
3488,f:14005,solid israeli group isg,unknown,0,0,0,1
3489,f:14007,global h2o investments,Houston,1,1,0,0
3490,f:14010,runway venture,unknown,0,0,0,1
3491,f:14011,bmwi hamburg,unknown,1,1,0,0
3492,f:14012,path investments,unknown,1,1,0,0
3493,f:14013,asdds,unknown,0,0,0,1
3494,f:14014,sasdd,unknown,0,0,0,1
3495,f:14016,next chance group,unknown,1,1,0,0
3496,f:14017,32 degrees,Calgary,0,0,0,2
3497,f:14018,dolby family trust,TBD,1,1,0,1
3498,f:14019,peninsula kcg,SF Bay,1,1,0,1
3499,f:1402,aconcagua ventures,Buenos Aires,2,2,0,2
3500,f:14020,dsh,unknown,0,0,0,1
3501,f:14021,healios investment,unknown,1,1,0,0
3502,f:14022,business developmentof america,unknown,2,1,0,0
3503,f:14024,start up loans,unknown,1,1,0,0
3504,f:14027,mgi,unknown,0,0,0,1
3505,f:14028,2,unknown,0,0,0,0
3506,f:14029,jackson steiner,New York,0,0,0,1
3507,f:1403,olin cup,unknown,1,1,3,0
3508,f:14031,dcp management,unknown,1,1,0,0
3509,f:14032,vital venture,Washington DC,1,1,0,3
3510,f:14033,kec ventures,Manasquan,6,6,0,4
3511,f:14034,clearvue,Shanghai,2,2,0,1
3512,f:14035,hal investments,Rotterdam,0,0,0,1
3513,f:14036,sgh products,unknown,0,0,0,1
3514,f:14037,nxs group,unknown,0,0,0,1
3515,f:14038,asset alpha advisers,unknown,0,0,0,1
3516,f:14039,dublin bay,unknown,0,0,0,1
3517,f:1404,claritas,Nashville,7,6,0,3
3518,f:14040,nxs group,TBD,0,0,0,1
3519,f:14042,hausermarkets,unknown,0,0,0,1
3520,f:14043,glatfelter,unknown,0,0,0,1
3521,f:14044,stonelakepartners,Austin,0,0,0,1
3522,f:14045,red circle investment,unknown,2,2,0,0
3523,f:14046,lead edge ventures,unknown,1,1,0,0
3524,f:14047,fifth street technology,unknown,2,2,0,0
3525,f:14049,signal hillgroup,Baltimore,0,0,0,1
3526,f:1405,king street,Charleston,1,1,0,1
3527,f:14052,african bank limited,unknown,0,0,0,1
3528,f:14053,maghilda investment,unknown,0,0,0,1
3529,f:14054,kolobetso investments,unknown,0,0,0,1
3530,f:14055,japan ventures,unknown,1,1,0,1
3531,f:14056,wilbanks resources,unknown,0,0,0,1
3532,f:14057,blue haven initiative,Boston,1,1,0,0
3533,f:1406,wolf bay holdings,unknown,1,1,0,0
3534,f:14060,american energy,Oklahoma City,0,0,1,1
3535,f:14061,bowmark,London,1,1,0,2
3536,f:14062,richland investments,unknown,0,0,0,1
3537,f:14063,value plus ventures,unknown,0,0,0,1
3538,f:14064,aurora uv,unknown,1,1,0,0
3539,f:14066,seedfund investment advisory company,TBD,0,0,1,0
3540,f:1407,conor venture,Espoo,16,14,3,7
3541,f:14071,brockhaus private equity,Frankfurt,0,0,0,1
3542,f:14073,eureka bank,unknown,0,0,0,1
3543,f:14074,burlington,unknown,0,0,0,1
3544,f:14075,venture,unknown,1,1,1,0
3545,f:14076,emalternatives,unknown,0,0,0,1
3546,f:14077,crow holdingspartners,Dallas,0,0,0,0
3547,f:14078,russian internet technology,unknown,1,1,0,0
3548,f:14079,ojit ventures investment,unknown,1,1,0,0
3549,f:1408,cfh,Leipzig,3,3,0,3
3550,f:14080,gdba investments llp,Denver,0,0,0,1
3551,f:14081,atlantic pacific,New York,0,0,0,4
3552,f:14082,university of cambridge endowment,unknown,1,1,0,0
3553,f:14083,arm holdings,unknown,1,1,0,0
3554,f:14085,plsg accelerator,unknown,2,2,0,0
3555,f:14086,webbing me,unknown,0,0,0,1
3556,f:14087,early stage east,unknown,0,0,0,1
3557,f:14089,alephpartners,London,0,0,0,1
3558,f:1409,performance equity management,New York,6,5,2,1
3559,f:14090,andreessen,unknown,0,0,0,0
3560,f:14092,quantum valley investments,Waterloo,0,0,0,2
3561,f:14093,cpa,unknown,0,0,0,1
3562,f:14094,attorney,unknown,0,0,0,1
3563,f:14095,webb,unknown,0,0,0,0
3564,f:14096,prime charter,unknown,0,0,0,1
3565,f:14097,wall street financial,unknown,0,0,0,2
3566,f:14098,couragemanagement,unknown,0,0,0,1
3567,f:14099,oversight,Los Angeles,0,0,0,1
3568,f:141,bev,New York,17,9,0,5
3569,f:14100,kitara,unknown,0,0,0,1
3570,f:14101,atlas advisors,New York,0,0,0,1
3571,f:14102,al sagr cooperative,unknown,0,0,0,2
3572,f:14103,silver pointl p,New York,0,0,0,2
3573,f:14104,rosemont,unknown,0,0,0,4
3574,f:14107,macmillan digital education,unknown,1,1,0,0
3575,f:14109,usnet,unknown,0,0,0,1
3576,f:14110,grandpoint bank trust,unknown,0,0,0,1
3577,f:14111,dantemanagement,unknown,0,0,0,1
3578,f:14112,vectr,Sheung Wan,0,0,0,1
3579,f:14113,the credit pros intn,unknown,0,0,0,1
3580,f:14114,ge financial management,unknown,0,0,0,1
3581,f:14115,kopernik global investors,Tampa,0,0,1,1
3582,f:14116,conifer investments,unknown,0,0,0,1
3583,f:14117,apogee venture group,unknown,0,0,0,1
3584,f:14118,wsi,unknown,0,0,0,0
3585,f:14119,oryzn,Ramat Gan,2,2,0,0
3586,f:14121,arrowhead mezzanine,New York,0,0,1,1
3587,f:14122,montefiore investment,Paris,0,0,0,1
3588,f:14123,past employment positions,unknown,0,0,0,1
3589,f:14124,current company,unknown,0,0,0,1
3590,f:14127,emisys,Milan,0,0,0,0
3591,f:14128,safaricom foundation,TBD,1,1,0,0
3592,f:14129,spinnaker advisors,unknown,0,0,0,1
3593,f:14130,u s capital,unknown,0,0,0,1
3594,f:14131,dragonflymanagement,unknown,0,0,0,1
3595,f:14132,ivanhoff,unknown,0,0,0,1
3596,f:14133,ditto holdings,unknown,0,0,0,1
3597,f:14134,typhonmanagement,unknown,0,0,0,1
3598,f:14135,longboard asset management,unknown,0,0,0,1
3599,f:14136,marc bellpartners,unknown,0,0,0,1
3600,f:14137,teresltd,unknown,0,0,0,1
3601,f:14139,first investment bank,unknown,0,0,0,1
3602,f:14140,ffbh,unknown,0,0,0,1
3603,f:14141,expat,TBD,0,0,0,1
3604,f:14142,liberty lane,unknown,0,0,0,1
3605,f:14144,scudder investments,unknown,0,0,0,1
3606,f:14145,heller financial,unknown,0,0,0,5
3607,f:14149,mutualpartners funds,Cleveland,1,1,0,0
3608,f:14151,mrm,unknown,1,1,0,0
3609,f:14152,chrysler financial,unknown,0,0,0,1
3610,f:14153,gaussadvisors,unknown,0,0,0,1
3611,f:14154,red abbey ven,unknown,0,0,0,1
3612,f:14156,blue bridge,Singapore,0,0,0,1
3613,f:14157,coventry,unknown,1,1,0,0
3614,f:14158,ascendiantpartners,unknown,1,1,0,0
3615,f:1416,dresdner kleinwort,London,1,1,0,15
3616,f:14160,ortho mcneil pharmaceutical,unknown,0,0,0,1
3617,f:14161,tsa,unknown,0,0,0,1
3618,f:14162,tzppartners,unknown,1,1,0,0
3619,f:14163,emerson investment,unknown,1,1,0,0
3620,f:14164,high tech gruenderfond,unknown,1,1,0,0
3621,f:14166,proformance insurance company,unknown,0,0,0,1
3622,f:14167,bp,Dallas,0,0,1,1
3623,f:14168,lunchbox digital,unknown,1,1,0,0
3624,f:14169,gateway associates,unknown,0,0,0,1
3625,f:14170,canrim ventures,unknown,0,0,0,1
3626,f:14172,lv finance,unknown,0,0,0,1
3627,f:14173,the erickson family,unknown,1,1,0,0
3628,f:14175,creo en tu proyecto,Barcelona,0,0,0,0
3629,f:14176,keller schwartz investments,TBD,0,0,0,0
3630,f:14177,vermont center for emerging technologies,Burlington,0,0,0,3
3631,f:14178,kkrl p,unknown,0,0,0,1
3632,f:14179,federale participatie en investeringsmaatschappij,unknown,1,1,0,0
3633,f:14180,daring journey ventures,New York,1,1,0,1
3634,f:14181,los angeles venture association,unknown,0,0,0,1
3635,f:14182,roc,unknown,0,0,0,1
3636,f:14183,fenton and associates,unknown,0,0,0,1
3637,f:14184,mac gp,unknown,1,1,0,0
3638,f:14185,kddi open innovation,unknown,1,1,0,0
3639,f:14186,consonancepartners,New York,0,0,0,0
3640,f:14188,aws gründerfonds,unknown,0,0,0,1
3641,f:1419,bank of montreal bmo,Toronto,2,1,0,26
3642,f:14192,circadia ventures,London,0,0,0,1
3643,f:14194,blue ant investments,unknown,1,1,0,0
3644,f:14195,spaulding slye investments,Washington DC,0,0,0,6
3645,f:14196,bloodstone ventures,unknown,0,0,0,1
3646,f:14197,nutrition wellness venture ag,unknown,0,0,0,1
3647,f:14198,dauk wagner investments,Ridgefield,1,1,0,0
3648,f:14199,northern light vc,unknown,1,1,0,0
3649,f:1420,national bank financial,Montreal,3,3,0,4
3650,f:14200,china ease management,unknown,1,1,0,0
3651,f:14202,stonebridge associates,unknown,0,0,0,2
3652,f:14203,charles stanley securities,unknown,0,0,0,1
3653,f:14204,religaremarkets,unknown,0,0,0,1
3654,f:14205,doubledot media,unknown,0,0,0,1
3655,f:14206,dbci,unknown,0,0,0,1
3656,f:14207,ridge road,unknown,0,0,0,2
3657,f:14209,investionsbank berlin,unknown,1,1,0,0
3658,f:1421,gmp securities,Toronto,2,2,0,1
3659,f:14210,vogel ventures,New York,3,3,0,0
3660,f:14211,cid,unknown,0,0,0,2
3661,f:14212,bdmi,unknown,2,2,0,0
3662,f:14213,sisters,unknown,0,0,0,1
3663,f:14214,sg vc,Santa Barbara,13,12,0,3
3664,f:14215,davidoff insurance company,unknown,0,0,0,1
3665,f:14216,fuqua ventures,unknown,0,0,0,1
3666,f:14217,atlanta venture forum,unknown,0,0,0,1
3667,f:14218,arcade,unknown,0,0,0,1
3668,f:14219,triumph,unknown,0,0,0,1
3669,f:1422,cormark securities,Toronto,2,2,0,5
3670,f:14220,buildforwardllc,New York,0,0,0,0
3671,f:14221,teslaugh energy ventures,New York,0,0,0,0
3672,f:14222,privatemanagement,Naples,0,0,0,5
3673,f:14223,southwest sun,unknown,0,0,0,1
3674,f:14224,gpspartners,unknown,0,0,0,1
3675,f:14225,cetan,unknown,0,0,0,1
3676,f:14226,ukash kart,unknown,0,0,0,1
3677,f:14227,ucuz ukash,unknown,0,0,0,1
3678,f:14228,spiltan,unknown,1,1,0,0
3679,f:14229,lowcountry food bank,unknown,0,0,0,1
3680,f:1423,emergent,Portland,2,2,0,7
3681,f:14230,adelis equity,Sweden - Other,0,0,1,2
3682,f:14231,rosebud,unknown,1,1,0,0
3683,f:14232,cube investments,Madrid,1,1,0,0
3684,f:14233,eix technova,unknown,1,1,0,0
3685,f:14234,business in fact,unknown,1,1,0,0
3686,f:14236,seven peak ventures,unknown,1,1,0,0
3687,f:14237,wechsler,unknown,0,0,0,1
3688,f:14238,mobilsoft,unknown,0,0,0,1
3689,f:14239,kcap financial,unknown,0,0,0,1
3690,f:1424,commercenet,SF Bay,5,5,0,10
3691,f:14241,startup education,New York,2,2,0,2
3692,f:14243,ghana home loans,Ghana - Other,0,0,0,0
3693,f:14244,arlon group,New York,0,0,0,0
3694,f:14245,high roadpartners,New York,0,0,0,0
3695,f:14246,tower three,unknown,0,0,1,0
3696,f:14247,yukon,Minneapolis,0,0,0,1
3697,f:14249,brazil startups,unknown,0,0,0,1
3698,f:14250,dunnhumby ventures,unknown,1,1,0,0
3699,f:14251,d b zwirn,New York,0,0,0,1
3700,f:14252,zwirn family interests,unknown,0,0,0,1
3701,f:14253,arena investors,unknown,0,0,0,1
3702,f:14254,dachshund labs,Berlin,2,2,0,0
3703,f:14255,ag ventures alliance,unknown,1,1,0,0
3704,f:14256,lateral,unknown,1,1,0,0
3705,f:14257,new fashion pork,unknown,1,1,0,0
3706,f:14258,vertis sgr,unknown,1,1,0,0
3707,f:14259,skolkovo,unknown,1,1,0,0
3708,f:1426,macedonian chamber of tourism,Skopje,0,0,0,6
3709,f:14260,helix ventures,SF Bay,1,1,0,0
3710,f:14262,grow utah,unknown,0,0,0,1
3711,f:14263,spindletop healthcare,unknown,1,1,0,0
3712,f:14264,oracle investment management,New York,0,0,0,1
3713,f:14265,mitsubishi bank,unknown,0,0,0,2
3714,f:14266,socgen merchant bank,unknown,0,0,0,1
3715,f:14267,bfinance uk,unknown,0,0,0,1
3716,f:14268,credit benchmark,unknown,0,0,0,1
3717,f:14269,venturion,unknown,0,0,0,1
3718,f:1427,s3 ventures,Austin,17,13,4,4
3719,f:14270,plante moran pllc,unknown,0,0,0,1
3720,f:14271,quest data protection,unknown,0,0,0,1
3721,f:14273,the pega group,unknown,0,0,0,1
3722,f:14274,meespierson,unknown,0,0,0,1
3723,f:14275,excelmanagement,New York,0,0,0,0
3724,f:14276,at t ventures,unknown,0,0,0,2
3725,f:14279,faro,unknown,0,0,0,1
3726,f:1428,plainfield asset management,New York,1,1,2,0
3727,f:14280,strategic research institute,unknown,0,0,0,1
3728,f:14281,hughes biopharma advisors,unknown,0,0,0,1
3729,f:14284,qualia,New York,0,0,0,5
3730,f:14285,gdf suez energy north america,Houston,1,1,0,0
3731,f:14286,leaders investment club,unknown,0,0,0,2
3732,f:14287,monumental venture,TBD,1,1,0,0
3733,f:14288,nac ventures,unknown,1,1,0,0
3734,f:1429,com investments,unknown,1,1,0,1
3735,f:14290,richmond management,New York - Other,1,1,0,0
3736,f:14291,qingsong,unknown,1,1,0,0
3737,f:14292,draper incubators,unknown,1,1,0,0
3738,f:14293,berlin technologie holding,Berlin,0,0,0,0
3739,f:14294,ecommerce sea,unknown,0,0,0,1
3740,f:14295,yahoo,unknown,1,1,1,1
3741,f:14296,twofour54,unknown,0,0,0,1
3742,f:14297,tvm ventures,unknown,1,1,0,1
3743,f:14298,juniper strategic investments,unknown,0,0,0,0
3744,f:1430,clayton associates,Nashville,12,9,0,8
3745,f:14301,panaceaadvisors,Washington DC,1,1,0,1
3746,f:14304,newbury,New York,0,0,0,1
3747,f:14306,owwpartners,Singapore,0,0,0,0
3748,f:14307,industry,unknown,1,1,0,0
3749,f:14308,jal ventures,unknown,1,1,0,0
3750,f:1431,one ventures,Sydney,3,3,0,1
3751,f:14310,fidello training,unknown,0,0,0,0
3752,f:14311,turnworks,unknown,0,0,0,1
3753,f:14312,summitviewchina venturefunds,unknown,0,0,0,1
3754,f:14313,sparklabs global ventures,SF Bay,3,3,0,7
3755,f:14314,asia venture group,unknown,1,1,0,0
3756,f:14315,kitven,unknown,1,1,0,0
3757,f:14316,mantucket,unknown,2,1,0,0
3758,f:14318,bandwidth labs,unknown,1,1,0,0
3759,f:1432,lone pine,New York,1,1,0,1
3760,f:14320,sunshot initiative,unknown,1,1,0,0
3761,f:14321,silver linings venture,unknown,1,1,0,0
3762,f:14322,lanzadera accelerator,unknown,1,1,0,0
3763,f:14323,innovation garden,Princeton,4,4,0,3
3764,f:14324,startup phl,unknown,1,1,0,0
3765,f:14325,american underground,unknown,1,1,0,0
3766,f:14327,itulip investor group,unknown,1,1,0,0
3767,f:14328,sibling,San Diego,1,1,0,0
3768,f:14329,federal reserve bank of atlanta,unknown,0,0,0,1
3769,f:1433,energypartners,Short Hills,7,6,0,6
3770,f:14330,packaging,unknown,1,1,0,0
3771,f:14331,bremer financial,unknown,0,0,0,1
3772,f:14332,stone tower equity,unknown,0,0,0,1
3773,f:14333,claret,unknown,0,0,0,1
3774,f:14335,mainspring,unknown,0,0,0,1
3775,f:14336,eastern advisors private,unknown,1,1,0,0
3776,f:14337,http bnbaccessories com women clothing kurtas and shalwar kameez,unknown,0,0,0,1
3777,f:14338,riverstone energy,London,0,0,1,1
3778,f:14339,icf loan,unknown,0,0,0,0
3779,f:1434,riverstone holdings,New York,3,3,0,4
3780,f:14340,enisa loan,unknown,1,1,0,0
3781,f:14341,industry ministry,unknown,1,1,0,0
3782,f:14342,svg ventures,unknown,0,0,0,0
3783,f:14343,cornish mutual,unknown,0,0,0,1
3784,f:14345,pacific equity,Sydney,0,0,0,0
3785,f:14346,angelo gordon,New York,0,0,0,0
3786,f:14347,cybeckpartners,unknown,0,0,0,1
3787,f:14348,richards mortgage servicing,unknown,0,0,0,1
3788,f:14349,momentus ventures,unknown,0,0,0,1
3789,f:1435,the skoll foundation,SF Bay,1,1,0,0
3790,f:14350,westburypartners,unknown,0,0,0,1
3791,f:14351,innovation camp,Shanghai,1,1,0,3
3792,f:14352,renewal,unknown,1,1,0,0
3793,f:14353,dmitry asmogilov,unknown,0,0,0,1
3794,f:14354,soft ua,unknown,0,0,0,1
3795,f:14355,acuity ventures,SF Bay,0,0,0,1
3796,f:14356,vectormanagement,unknown,0,0,0,2
3797,f:14357,venturi,unknown,0,0,0,1
3798,f:14358,american national bank,unknown,0,0,0,1
3799,f:14359,lee munder venture,unknown,0,0,0,1
3800,f:14360,funlandia playgrounds,unknown,0,0,0,1
3801,f:14361,stateless media,unknown,0,0,2,0
3802,f:14362,aib bank,Dublin,0,0,1,1
3803,f:14363,tzseszt investments,unknown,0,0,0,1
3804,f:14364,pfnyc,unknown,1,1,0,0
3805,f:14365,aurora funds,unknown,2,1,0,0
3806,f:14366,baxter ventures,unknown,1,1,0,0
3807,f:14367,mesa,unknown,0,0,0,1
3808,f:14368,jda investments,unknown,0,0,0,1
3809,f:14369,eastern growth,unknown,0,0,0,1
3810,f:1437,hiyield venture,unknown,1,1,0,0
