,funding_round_id,funded_object_id,investor_object_id
26572,12546,17101,5918
26573,12546,17101,8173
26574,12546,17101,6266
26575,12546,17101,5717
26576,12546,17101,8174
26577,12546,17101,9176
26578,12546,17101,3993
26579,12546,17101,7038
26580,12547,15895,7241
26581,12548,16315,6896
26582,12548,16315,3190
26583,12548,16315,3188
26584,12549,16193,7589
26585,12549,16193,6101
26586,12550,3348,5027
26587,12550,3348,8556
26588,12550,3348,3274
26589,12550,3348,5283
26590,12550,3348,3822
26591,12550,3348,5918
26592,12550,3348,4359
26593,12551,13070,4675
26594,12551,13070,6589
26595,12551,13070,8175
26596,12551,13070,4615
26597,12551,13070,4746
26598,12552,13439,5213
26599,12552,13439,10144
26600,12552,13439,5763
26601,12553,17103,8177
26602,12555,17103,8177
26603,12557,12372,7259
26604,12558,17108,8178
26605,12559,13875,3677
26606,12559,13875,3114
26607,12559,13875,8686
26608,12561,639,5144
26609,12561,639,9439
26610,12562,17110,3704
26611,12562,17110,5144
26612,12563,12474,3770
26613,12563,12474,4843
26614,12564,17112,5750
26615,12565,17114,7197
26616,12565,17114,4816
26617,12565,17114,8103
26618,12566,5999,4791
26619,12566,5999,5143
26620,12566,5999,8465
26621,12566,5999,4836
26622,12566,5999,6895
26623,12566,5999,5460
26624,12567,17115,8179
26625,12567,17115,3822
26626,12567,17115,6896
26627,12567,17115,2634
26628,12568,17116,9779
26629,12568,17116,4909
26630,12568,17116,7525
26631,12568,17116,5118
26632,12568,17116,4091
26633,12568,17116,4741
26634,12569,3423,5034
26635,12569,3423,9487
26636,12569,3423,6896
26637,12569,3423,6095
26638,12569,3423,4728
26639,12570,4650,4854
26640,12570,4650,3274
26641,12570,4650,5273
26642,12570,4650,5907
26643,12570,4650,4675
26644,12570,4650,4582
26645,12570,4650,6387
26646,12570,4650,4853
26647,12571,1042,6961
26648,12571,1042,3776
26649,12571,1042,4020
26650,12572,18070,5717
26651,12572,18070,6764
26652,12572,18070,7407
26653,12572,18070,3309
26654,12572,18070,8041
26655,12572,18070,8856
26656,12573,16148,4754
26657,12573,16148,6333
26658,12574,16104,7545
26659,12574,16104,3864
26660,12574,16104,8562
26661,12574,16104,7089
26662,12575,16645,7170
26663,12575,16645,6488
26664,12576,13201,3274
26665,12576,13201,4972
26666,12576,13201,5293
26667,12576,13201,5244
26668,12576,13201,3190
26669,12576,13201,6990
26670,12576,13201,7806
26671,12576,13201,4836
26672,12576,13201,7912
26673,12576,13201,7750
26674,12577,12953,3506
26675,12577,12953,9623
26676,12577,12953,3822
26677,12577,12953,9865
26678,12577,12953,9908
26679,12578,10228,5293
26680,12578,10228,3822
26681,12578,10228,5034
26682,12578,10228,6570
26683,12579,255,4675
26684,12579,255,3274
26685,12579,255,6570
26686,12580,17117,4557
26687,12583,13906,3474
26688,12583,13906,8180
26689,12584,17122,5927
26690,12584,17122,4583
26691,12585,12109,8274
26692,12585,12109,4836
26693,12586,17125,6452
26694,12586,17125,5067
26695,12586,17125,3864
26696,12587,6559,5159
26697,12587,6559,3956
26698,12587,6559,9623
26699,12588,17127,4067
26700,12588,17127,7477
26701,12588,17127,8329
26702,12588,17127,6333
26703,12589,10360,7290
26704,12589,10360,4836
26705,12589,10360,10052
26706,12589,10360,6266
26707,12590,13604,4564
26708,12590,13604,5257
26709,12590,13604,8761
26710,12591,11134,4689
26711,12591,11134,4617
26712,12591,11134,5143
26713,12591,11134,4828
26714,12591,11134,3574
26715,12591,11134,8433
26716,12591,11134,8145
26717,12592,9099,5499
26718,12592,9099,6588
26719,12592,9099,3432
26720,12592,9099,3507
26721,12592,9099,6856
26722,12592,9099,8147
26723,12592,9099,7830
26724,12593,9381,3926
26725,12593,9381,7379
26726,12593,9381,5293
26727,12593,9381,3864
26728,12593,9381,6423
26729,12594,489,3956
26730,12594,489,6845
26731,12594,489,4709
26732,12594,489,4741
26733,12595,6490,7476
26734,12595,6490,6694
26735,12595,6490,3859
26736,12595,6490,5460
26737,12595,6490,6604
26738,12596,13185,4067
26739,12596,13185,8855
26740,12596,13185,6513
26741,12596,13185,5717
26742,12596,13185,7997
26743,12596,13185,7912
26744,12596,13185,7407
26745,12596,13185,2967
26746,12597,13488,9487
26747,12597,13488,6896
26748,12597,13488,3862
26749,12598,17128,3458
26750,12598,17128,3646
26751,12598,17128,3629
26752,12598,17128,10248
26753,12598,17128,4666
26754,12598,17128,3151
26755,12599,17129,6576
26756,12600,17130,6704
26757,12600,17130,4843
26758,12600,17130,5283
26759,12600,17130,7806
26760,12600,17130,7379
26761,12600,17130,2901
26762,12601,7560,6895
26763,12601,7560,8856
26764,12601,7560,4753
26765,12601,7560,7789
26766,12601,7560,7396
26767,12601,7560,7656
26768,12602,8005,9337
26769,12602,8005,5741
26770,12602,8005,6057
26771,12602,8005,5174
26772,12602,8005,3190
26773,12602,8005,3677
26774,12603,17131,3588
26775,12603,17131,7447
26776,12603,17131,4710
26777,12604,16226,7952
26778,12604,16226,8182
26779,12604,16226,8184
26780,12605,17132,3190
26781,12605,17132,2901
26782,12605,17132,5621
26783,12606,159,5926
26784,12606,159,5392
26785,12606,159,4370
26786,12606,159,8185
26787,12607,17133,3232
26788,12607,17133,5027
26789,12607,17133,5888
26790,12607,17133,10005
26791,12607,17133,8008
26792,12608,17134,7992
26793,12608,17134,6418
26794,12609,16031,3506
26795,12609,16031,4675
26796,12609,16031,8808
26797,12609,16031,7953
26798,12609,16031,2967
26799,12609,16031,4648
26800,12612,17140,2737
26801,12612,17140,5109
26802,12613,11619,5631
26803,12613,11619,7197
26804,12614,17141,4670
26805,12614,17141,6896
26806,12614,17141,3822
26807,12614,17141,4652
26808,12615,17142,5409
26809,12615,17142,6946
26810,12616,17143,7188
26811,12616,17143,7780
26812,12616,17143,6272
26813,12616,17143,4739
26814,12616,17143,6333
26815,12616,17143,6882
26816,12616,17143,7022
26817,12616,17143,5956
26818,12616,17143,8274
26819,12616,17143,8465
26820,12616,17143,7052
26821,12616,17143,4826
26822,12616,17143,10008
26823,12617,17145,5975
26824,12617,17145,7789
26825,12617,17145,4617
26826,12617,17145,6895
26827,12618,4667,7197
26828,12618,4667,2633
26829,12619,2618,6570
26830,12619,2618,6645
26831,12619,2618,7407
26832,12619,2618,7455
26833,12620,14986,4759
26834,12620,14986,5389
26835,12621,17146,6864
26836,12622,9994,8060
26837,12622,9994,3664
26838,12622,9994,5763
26839,12622,9994,5187
26840,12622,9994,5956
26841,12623,9329,8556
26842,12623,9329,3299
26843,12623,9329,6845
26844,12623,9329,8131
26845,12624,3265,4729
26846,12624,3265,5564
26847,12624,3265,4728
26848,12624,3265,4727
26849,12624,3265,7870
26850,12624,3265,5613
26851,12624,3265,3507
26852,12625,16135,6333
26853,12625,16135,8707
26854,12626,17147,4878
26855,12626,17147,5479
26856,12626,17147,5027
26857,12626,17147,5064
26858,12626,17147,5717
26859,12627,17148,5926
26860,12627,17148,4479
26861,12627,17148,3190
26862,12627,17148,10005
26863,12628,9988,10016
26864,12628,9988,3190
26865,12629,13751,7377
26866,12629,13751,2955
26867,12629,13751,6718
26868,12630,3192,3089
26869,12630,3192,4397
26870,12630,3192,4479
26871,12631,4858,6266
26872,12631,4858,6845
26873,12632,12752,8163
26874,12632,12752,8484
26875,12632,12752,9400
26876,12633,17818,8163
26877,12634,13100,8163
26878,12635,17157,6254
26879,12638,17167,4088
26880,12639,17168,3506
26881,12639,17168,6913
26882,12639,17168,8808
26883,12639,17168,4768
26884,12639,17168,7786
26885,12639,17168,7787
26886,12639,17168,4775
26887,12639,17168,6057
26888,12639,17168,7325
26889,12640,17169,7476
26890,12640,17169,4933
26891,12641,12635,4479
26892,12641,12635,5888
26893,12641,12635,8860
26894,12642,17170,6896
26895,12642,17170,8274
26896,12642,17170,4843
26897,12642,17170,5823
26898,12643,17171,7806
26899,12643,17171,8186
26900,12644,16184,3770
26901,12644,16184,8018
26902,12644,16184,4843
26903,12645,10383,7290
26904,12645,10383,6333
26905,12645,10383,10052
26906,12645,10383,6257
26907,12645,10383,4582
26908,12646,14009,9335
26909,12646,14009,7997
26910,12646,14009,7904
26911,12646,14009,3956
26912,12646,14009,8562
26913,12648,3890,4675
26914,12648,3890,9865
26915,12648,3890,3864
26916,12648,3890,7922
26917,12649,3223,3629
26918,12649,3223,3458
26919,12649,3223,8187
26920,12650,16080,4582
26921,12650,16080,10005
26922,12651,17174,7589
26923,12652,16315,6896
26924,12653,8221,3163
26925,12653,8221,4691
26926,12653,8221,5263
26927,12653,8221,6706
26928,12653,8221,9708
26929,12654,17175,3268
26930,12654,17175,5665
26931,12654,17175,4897
26932,12654,17175,6990
26933,12654,17175,5993
26934,12655,17178,6845
26935,12655,17178,6794
26936,12655,17178,6442
26937,12656,17179,5823
26938,12656,17179,7238
26939,12656,17179,5907
26940,12656,17179,7545
26941,12656,17179,5101
26942,12656,17179,4878
26943,12657,6910,3232
26944,12657,6910,8371
26945,12658,17180,6185
26946,12658,17180,8188
26947,12659,4859,5926
26948,12659,4859,8465
26949,12660,16161,7787
26950,12660,16161,7786
26951,12661,9763,7188
26952,12661,9763,6975
26953,12661,9763,6333
26954,12662,19781,3559
26955,12663,17182,3506
26956,12663,17182,8298
26957,12664,17183,6718
26958,12664,17183,7366
26959,12664,17183,7788
26960,12664,17183,5717
26961,12664,17183,4891
26962,12664,17183,6423
26963,12665,14190,8163
26964,12665,14190,7598
26965,12666,16301,4607
26966,12666,16301,7237
26967,12667,17033,4241
26968,12668,17188,8190
26969,12668,17188,4088
26970,12670,19803,3613
26971,12670,19803,8191
26972,12670,19803,8192
26973,12672,8091,7290
26974,12673,8091,3956
26975,12674,9309,7921
26976,12674,9309,4878
26977,12675,21193,6539
26978,12675,21193,8163
26979,12676,16326,3823
26980,12676,16326,6896
26981,12676,16326,4550
26982,12677,17192,3926
26983,12677,17192,6687
26984,12678,14087,5255
26985,12678,14087,4751
26986,12678,14087,7928
26987,12678,14087,7251
26988,12679,17193,7584
26989,12680,13656,10248
26990,12680,13656,10006
26991,12680,13656,6351
26992,12680,13656,6236
26993,12680,13656,4564
26994,12681,17195,8193
26995,12681,17195,5578
26996,12681,17195,8938
26997,12681,17195,6845
26998,12682,609,4549
26999,12682,609,4821
27000,12682,609,8983
27001,12683,17196,3770
27002,12683,17196,2633
27003,12683,17196,4843
27004,12683,17196,4675
27005,12684,17197,9214
27006,12684,17197,5601
27007,12684,17197,7992
27008,12684,17197,7912
27009,12684,17197,6672
27010,12684,17197,7170
27011,12685,11739,8347
27012,12685,11739,4773
27013,12687,17198,7038
27014,12687,17198,5215
27015,12687,17198,8983
27016,12688,17199,8183
27017,12688,17199,6133
27018,12689,7384,3524
27019,12689,7384,5699
27020,12690,17200,8194
27021,12690,17200,3331
27022,12691,17201,8196
27023,12691,17201,7638
27024,12692,13201,7806
27025,12693,5241,3942
27026,12694,16155,6570
27027,12694,16155,9637
27028,12694,16155,7197
27029,12694,16155,10049
27030,12694,16155,6718
27031,12694,16155,4726
27032,12695,20518,9066
27033,12695,20518,8163
27034,12695,20518,7976
27035,12697,13279,8209
27036,12698,20439,7956
27037,12699,5094,3956
27038,12699,5094,10119
27039,12700,14170,3309
27040,12700,14170,9066
27041,12701,17212,8008
27042,12701,17212,4769
27043,12701,17212,5508
27044,12702,17213,5075
27045,12702,17213,5292
27046,12702,17213,5559
27047,12702,17213,5065
27048,12702,17213,3744
27049,12702,17213,5584
27050,12702,17213,5067
27051,12703,17214,4817
27052,12703,17214,8579
27053,12704,12711,8433
27054,12704,12711,3274
27055,12704,12711,7038
27056,12704,12711,4479
27057,12704,12711,5143
27058,12705,17216,6384
27059,12706,17217,6777
27060,12706,17217,4998
27061,12706,17217,8197
27062,12707,17218,6598
27063,12707,17218,8831
27064,12708,3663,4318
27065,12708,3663,5054
27066,12708,3663,5229
27067,12708,3663,7997
27068,12709,16192,6949
27069,12709,16192,10248
27070,12709,16192,9637
27071,12710,17219,5232
27072,12710,17219,4933
27073,12710,17219,7015
27074,12711,17220,5988
27075,12712,822,8916
27076,12712,822,5171
27077,12713,16119,8183
27078,12714,17221,5763
27079,12714,17221,6058
27080,12715,13571,7997
27081,12716,18857,8808
27082,12716,18857,4955
27083,12717,17223,5242
27084,12718,16409,8198
27085,12719,17224,5508
27086,12719,17224,5067
27087,12719,17224,7525
27088,12720,17225,2806
27089,12720,17225,7496
27090,12721,11333,6028
27091,12722,17226,5282
27092,12723,16464,3232
27093,12723,16464,6694
27094,12723,16464,6971
27095,12723,16464,7237
27096,12725,11850,4882
27097,12726,16409,8200
27098,12727,17233,7505
27099,12727,17233,6337
27100,12727,17233,6312
27101,12727,17233,8201
27102,12727,17233,8202
27103,12727,17233,7506
27104,12727,17233,7722
27105,12727,17233,8203
27106,12728,17234,5395
27107,12728,17234,9288
27108,12729,14213,7806
27109,12730,17235,8204
27110,12731,13273,8205
27111,12731,13273,8206
27112,12732,17236,5190
27113,12733,17237,4944
27114,12733,17237,5988
27115,12734,16409,7584
27116,12735,10308,4636
27117,12736,17238,6159
27118,12736,17238,4129
27119,12737,15661,6882
27120,12738,13137,4001
27121,12739,7396,8207
27122,12740,9615,4674
27123,12741,9376,10293
27124,12741,9376,6952
27125,12742,17241,8208
27126,12743,11257,5303
27127,12744,17242,5288
27128,12747,15078,6592
27129,12748,21380,5057
27130,12749,10058,5293
27131,12750,17136,8211
27132,12750,17136,3438
27133,12751,17248,5865
27134,12752,17249,3438
27135,12753,13662,4570
27136,12755,10497,6045
27137,12756,13578,3588
27138,12756,13578,5213
27139,12757,17253,6111
27140,12759,7253,8274
27141,12759,7253,5027
27142,12760,12918,4675
27143,12761,12918,6632
27144,12762,12918,4675
27145,12763,12918,4675
27146,12764,17256,6111
27147,12764,17256,9803
27148,12764,17256,5307
27149,12765,11326,5392
27150,12766,15411,8060
27151,12766,15411,4191
27152,12767,16061,3713
27153,12767,16061,4961
27154,12767,16061,4629
27155,12767,16061,8163
27156,12769,17252,4020
27157,12770,17261,4903
27158,12771,17263,5927
27159,12771,17263,6915
27160,12772,10911,4608
27161,12773,17268,4067
27162,12773,17268,3588
27163,12773,17268,8485
27164,12773,17268,5926
27165,12774,16483,5040
27166,12774,16483,8216
27167,12777,17275,5927
27168,12777,17275,9102
27169,12778,17276,4675
27170,12780,17279,8855
27171,12780,17279,5242
27172,12780,17279,5743
27173,12781,17280,8994
27174,12781,17280,7915
27175,12782,7823,8217
27176,12783,9330,6982
27177,12783,9330,5508
27178,12783,9330,5843
27179,12783,9330,4598
27180,12783,9330,9403
27181,12785,20375,8218
27182,12786,20375,4843
27183,12786,20375,8218
27184,12787,14893,9046
27185,12787,14893,8242
27186,12788,17283,3243
27187,12789,17284,4794
27188,12789,17284,5171
27189,12789,17284,8219
27190,12792,17289,8485
27191,12792,17289,5666
27192,12792,17289,6433
27193,12792,17289,6834
27194,12793,6627,4067
27195,12793,6627,5242
27196,12794,17292,6390
27197,12794,17292,7956
27198,12794,17292,3491
27199,12795,21537,6155
27200,12795,21537,8220
27201,12795,21537,3956
27202,12795,21537,6772
27203,12795,21537,3169
27204,12796,12001,5138
27205,12796,12001,3938
27206,12796,12001,4839
27207,12796,12001,5099
27208,12796,12001,3588
27209,12796,12001,5718
27210,12796,12001,3164
27211,12797,17293,9834
27212,12798,17295,8221
27213,12799,17296,6735
27214,12800,17297,4675
27215,12801,3022,6146
27216,12803,10093,4840
27217,12803,10093,8222
27218,12805,17301,8231
27219,12806,20670,4753
27220,12806,20670,6411
27221,12806,20670,5034
27222,12807,17306,10024
27223,12807,17306,5559
27224,12807,17306,5548
27225,12808,14100,4675
27226,12808,14100,6849
27227,12808,14100,3338
27228,12808,14100,6915
27229,12811,8403,8110
27230,12811,8403,7138
27231,12811,8403,7307
27232,12812,17311,7491
27233,12813,17312,10049
27234,12814,14388,8993
27235,12814,14388,7370
27236,12814,14388,9773
27237,12815,17320,9520
27238,12816,6996,3114
27239,12817,2456,5392
27240,12817,2456,7320
27241,12817,2456,7407
27242,12818,17322,5979
27243,12818,17322,5447
27244,12818,17322,5043
27245,12818,17322,8161
27246,12819,17323,4069
27247,12819,17323,9780
27248,12820,16145,4817
27249,12820,16145,4769
27250,12820,16145,4518
27251,12821,17324,6947
27252,12821,17324,8655
27253,12821,17324,3299
27254,12822,21604,6243
27255,12822,21604,7244
27256,12823,17327,6576
27257,12824,14279,6732
27258,12825,16698,6570
27259,12825,16698,4675
27260,12826,8320,4968
27261,12826,8320,5291
27262,12826,8320,4598
27263,12827,17328,5874
27264,12828,8879,4617
27265,12828,8879,8223
27266,12828,8879,8224
27267,12828,8879,6339
27268,12828,8879,8226
27269,12829,14687,5085
27270,12829,14687,5271
27271,12831,17333,4067
27272,12833,17331,3395
27273,12834,17337,5927
27274,12835,16522,8956
27275,12835,16522,3892
27276,12836,12455,4583
27277,12836,12455,8227
27278,12837,13314,2800
27279,12839,17346,7033
27280,12840,13228,9866
27281,12841,18905,2972
27282,12841,18905,6333
27283,12842,10181,7292
27284,12843,8553,4963
27285,12845,16562,4685
27286,12846,17356,10049
27287,12846,17356,8556
27288,12847,13686,6915
27289,12847,13686,8163
27290,12847,13686,8228
27291,12847,13686,4961
27292,12847,13686,8229
27293,12848,13530,8163
27294,12849,18484,8465
27295,12849,18484,2752
27296,12850,17294,5040
27297,12850,17294,8456
27298,12851,6005,3309
27299,12852,17359,5927
27300,12852,17359,5666
27301,12852,17359,7105
27302,12852,17359,8181
27303,12853,361,4792
27304,12854,17211,7370
27305,12854,17211,9055
27306,12854,17211,6763
27307,12855,9420,9154
27308,12856,11209,7033
27309,12856,11209,6570
27310,12857,17360,7201
27311,12858,14615,8141
27312,12858,14615,7073
27313,12859,17361,7806
27314,12859,17361,5439
27315,12859,17361,5694
27316,12859,17361,6279
27317,12859,17361,5099
27318,12860,16087,5666
27319,12860,16087,10094
27320,12860,16087,7244
27321,12862,3724,6950
27322,12863,3724,4752
27323,12863,3724,6570
27324,12863,3724,9608
27325,12863,3724,5625
27326,12864,17365,6266
27327,12868,17369,9393
27328,12868,17369,9393
27329,12868,17369,8414
27330,12870,17371,4588
27331,12870,17371,5750
27332,12871,17372,4839
27333,12871,17372,3245
27334,12871,17372,4836
27335,12872,8949,4712
27336,12872,8949,6068
27337,12872,8949,4763
27338,12873,17373,8233
27339,12873,17373,7562
27340,12873,17373,7969
27341,12874,12759,8163
27342,12874,12759,6379
27343,12874,12759,8249
27344,12874,12759,4607
27345,12876,16110,2744
27346,12878,17378,5073
27347,12878,17378,8234
27348,12878,17378,5654
27349,12878,17378,4674
27350,12879,15583,5762
27351,12879,15583,7538
27352,12879,15583,8235
27353,12879,15583,7539
27354,12880,8947,5271
27355,12880,8947,7455
27356,12881,17379,8856
27357,12881,17379,6153
27358,12882,17380,4952
27359,12882,17380,4916
27360,12882,17380,5291
27361,12882,17380,5522
27362,12883,17381,8236
27363,12883,17381,7406
27364,12884,17382,3823
27365,12885,17382,3823
27366,12885,17382,2696
27367,12885,17382,7740
27368,12885,17382,5603
27369,12886,17383,7505
27370,12886,17383,8237
27371,12887,14226,6570
27372,12887,14226,3506
27373,12887,14226,6896
27374,12887,14226,6871
27375,12887,14226,7379
27376,12887,14226,3822
27377,12887,14226,2901
27378,12888,21143,6717
27379,12888,21143,5392
27380,12888,21143,7238
27381,12888,21143,7447
27382,12889,10586,4103
27383,12889,10586,7482
27384,12889,10586,7545
27385,12889,10586,4775
27386,12889,10586,9786
27387,12889,10586,5603
27388,12889,10586,7024
27389,12890,17384,4608
27390,12890,17384,3089
27391,12890,17384,7002
27392,12890,17384,8855
27393,12890,17384,6717
27394,12890,17384,8008
27395,12890,17384,5816
27396,12891,6749,3506
27397,12891,6749,3870
27398,12891,6749,9779
27399,12891,6749,8238
27400,12891,6749,7534
27401,12891,6749,5302
27402,12891,6749,4897
27403,12891,6749,4736
27404,12892,16185,4885
27405,12892,16185,3299
27406,12892,16185,5717
27407,12892,16185,9623
27408,12893,17385,3506
27409,12893,17385,6717
27410,12893,17385,6870
27411,12893,17385,6668
27412,12894,21336,4067
27413,12894,21336,8855
27414,12894,21336,8239
27415,12894,21336,7407
27416,12894,21336,3559
27417,12895,4934,5027
27418,12895,4934,5392
27419,12895,4934,3677
27420,12895,4934,9055
27421,12895,4934,9054
27422,12896,17386,5230
27423,12896,17386,6219
27424,12896,17386,8240
27425,12897,17387,5143
27426,12897,17387,6266
27427,12897,17387,5907
27428,12897,17387,8860
27429,12897,17387,3268
27430,12898,17388,5392
27431,12898,17388,8131
27432,12898,17388,5751
27433,12898,17388,8894
27434,12898,17388,8956
27435,12899,14055,6060
27436,12899,14055,6764
27437,12899,14055,6814
27438,12899,14055,6048
27439,12899,14055,8856
27440,12900,15456,7278
27441,12900,15456,5215
27442,12900,15456,8243
27443,12901,17391,9293
27444,12901,17391,7342
27445,12901,17391,5077
27446,12902,17392,6191
27447,12902,17392,6547
27448,12903,9152,9623
27449,12903,9152,5395
27450,12903,9152,3274
27451,12903,9152,4675
27452,12903,9152,5158
27453,12904,2038,4670
27454,12904,2038,7380
27455,12904,2038,6048
27456,12905,17393,6684
27457,12906,9528,7915
27458,12906,9528,7870
27459,12907,17396,5393
27460,12908,17395,4666
27461,12909,9945,3489
27462,12910,2464,5686
27463,12910,2464,8831
27464,12910,2464,5080
27465,12911,17398,3607
27466,12911,17398,9520
27467,12911,17398,2967
27468,12911,17398,4518
27469,12911,17398,5508
27470,12912,17397,6884
27471,12912,17397,3942
27472,12912,17397,8103
27473,12912,17397,5663
27474,12912,17397,6900
27475,12913,17399,5551
27476,12913,17399,5006
27477,12913,17399,8244
27478,12913,17399,6056
27479,12913,17399,6399
27480,12913,17399,5758
27481,12914,21516,6384
27482,12914,21516,3942
27483,12914,21516,4885
27484,12914,21516,5593
27485,12914,21516,10006
27486,12915,12249,3395
27487,12916,17402,5686
27488,12916,17402,8245
27489,12916,17402,7765
27490,12916,17402,6367
27491,12917,17403,8246
27492,12917,17403,5093
27493,12918,17404,8247
27494,12919,191,6981
27495,12920,17363,8248
27496,12921,11849,9780
27497,12922,17412,5759
27498,12922,17412,5271
27499,12922,17412,8183
27500,12922,17412,5097
27501,12923,17413,4843
27502,12923,17413,6256
27503,12924,16723,5135
27504,12924,16723,5953
27505,12924,16723,4715
27506,12924,16723,6753
27507,12925,16097,7447
27508,12925,16097,3800
27509,12925,16097,6835
27510,12926,13143,5027
27511,12926,13143,7201
27512,12927,17414,6455
27513,12928,16959,3506
27514,12929,12231,5603
27515,12930,12466,6678
27516,12930,12466,5281
27517,12930,12466,7194
27518,12930,12466,6575
27519,12932,17416,6512
27520,12933,15436,5115
27521,12933,15436,7215
27522,12934,17418,7586
27523,12935,17399,5551
27524,12935,17399,4636
27525,12935,17399,8244
27526,12935,17399,6056
27527,12935,17399,6399
27528,12935,17399,5758
27529,12936,17419,8251
27530,12936,17419,4719
27531,12937,17420,8252
27532,12937,17420,6251
27533,12939,17336,8253
27534,12941,17336,4129
27535,12943,14711,8183
27536,12943,14711,7111
27537,12944,14778,4888
27538,12944,14778,5093
27539,12945,11893,4697
27540,12945,11893,5875
27541,12945,11893,2633
27542,12945,11893,9779
27543,12946,9391,6803
27544,12947,7143,4752
27545,12947,7143,5851
27546,12947,7143,5927
27547,12947,7143,4583
27548,12947,7143,6433
27549,12947,7143,7105
27550,12947,7143,5524
27551,12947,7143,9028
27552,12948,13452,8801
27553,12948,13452,7092
27554,12948,13452,5675
27555,12949,9481,5271
27556,12949,9481,7982
27557,12949,9481,8254
27558,12950,14699,5276
27559,12950,14699,4817
27560,12950,14699,3938
27561,12951,17422,8255
27562,12951,17422,3345
27563,12952,14749,7129
27564,12953,17423,8256
27565,12954,17425,5865
27566,12954,17425,5911
27567,12954,17425,7118
27568,12954,17425,8257
27569,12955,1726,6513
27570,12955,1726,8993
27571,12955,1726,9623
27572,12957,12282,9378
27573,12957,12282,8163
27574,12957,12282,10079
27575,12958,17415,4568
27576,12958,17415,8181
27577,12958,17415,7105
27578,12958,17415,6433
27579,12958,17415,5927
27580,12960,13848,8855
27581,12961,17432,8259
27582,12961,17432,5758
27583,12961,17432,5548
27584,12962,15555,6257
27585,12963,17433,5508
27586,12963,17433,5907
27587,12964,17434,6472
27588,12965,17435,6764
27589,12966,17436,6803
27590,12967,17437,5487
27591,12967,17437,6107
27592,12968,17438,4294
27593,12969,14871,7206
27594,12969,14871,7205
27595,12970,17439,7880
27596,12972,3731,5392
27597,12972,3731,9615
27598,12972,3731,7545
27599,12972,3731,5273
27600,12972,3731,9054
27601,12973,17441,3114
27602,12974,17440,5522
27603,12974,17440,8261
27604,12974,17440,7661
27605,12974,17440,5291
27606,12974,17440,7127
27607,12975,13716,8262
27608,12976,7589,5077
27609,12976,7589,5093
27610,12976,7589,5168
27611,12976,7589,7388
27612,12976,7589,4569
27613,12976,7589,7335
27614,12976,7589,4186
27615,12976,7589,5006
27616,12976,7589,6053
27617,12976,7589,7389
27618,12976,7589,7603
27619,12977,12384,7586
27620,12978,17442,8263
27621,12978,17442,4763
27622,12978,17442,8264
27623,12979,12271,6444
27624,12979,12271,8598
27625,12980,12426,7880
27626,12981,17444,5472
27627,12981,17444,5750
27628,12982,12344,4817
27629,12982,12344,5034
27630,12982,12344,5573
27631,12982,12344,5823
27632,12982,12344,6896
27633,12983,740,4776
27634,12983,740,5031
27635,12983,740,3432
27636,12983,740,4712
27637,12984,11928,6570
27638,12984,11928,10024
27639,12985,9127,5508
27640,12985,9127,5283
27641,12985,9127,3704
27642,12985,9127,3864
27643,12985,9127,5688
27644,12986,16046,9559
27645,12986,16046,5207
27646,12986,16046,5293
27647,12987,12880,8433
27648,12987,12880,6628
27649,12987,12880,2752
27650,12987,12880,3864
27651,12987,12880,4829
27652,12987,12880,3993
27653,12987,12880,7038
27654,12987,12880,6423
27655,12989,16032,4752
27656,12989,16032,5221
27657,12989,16032,5293
27658,12990,10764,4817
27659,12990,10764,6896
27660,12990,10764,5955
27661,12990,10764,5823
27662,12991,14235,5927
27663,12991,14235,4988
27664,12991,14235,9706
27665,12992,14235,5666
27666,12992,14235,6834
27667,12992,14235,5578
27668,12992,14235,5927
27669,12992,14235,4988
27670,12992,14235,8181
27671,12992,14235,7105
27672,12992,14235,8163
27673,12992,14235,9706
27674,12994,14742,7127
27675,12995,17452,6788
27676,12996,9458,8856
27677,12996,9458,8108
27678,12996,9458,8266
27679,12997,14769,5282
27680,12997,14769,5483
27681,12998,12240,8267
27682,12998,12240,8268
27683,12998,12240,8269
27684,12998,12240,8270
27685,12999,14879,6911
27686,12999,14879,5374
27687,13000,15672,7146
27688,13001,14832,8271
27689,13002,17454,6666
27690,13003,12819,9252
27691,13004,17453,10058
27692,13005,17455,6395
27693,13005,17455,5479
27694,13005,17455,9818
27695,13005,17455,6605
27696,13006,5664,4397
27697,13006,5664,9520
27698,13006,5664,5489
27699,13007,17456,6452
27700,13007,17456,4715
27701,13007,17456,8911
27702,13007,17456,5584
27703,13007,17456,3770
27704,13007,17456,8801
27705,13007,17456,8856
27706,13008,17458,5285
27707,13009,9502,6914
27708,13009,9502,7848
27709,13010,13373,2633
27710,13010,13373,7447
27711,13010,13373,8485
27712,13011,14383,5027
27713,13011,14383,7038
27714,13011,14383,5283
27715,13012,378,5613
27716,13012,378,8748
27717,13013,17459,5509
27718,13013,17459,5064
27719,13013,17459,4487
27720,13014,17460,3151
27721,13014,17460,3646
27722,13016,17464,7266
27723,13017,16225,7814
27724,13017,16225,6108
27725,13017,16225,7815
27726,13017,16225,5483
27727,13018,17465,5199
27728,13019,17466,2967
27729,13019,17466,5825
27730,13020,17467,9013
27731,13020,17467,6895
27732,13020,17467,5064
27733,13021,8122,3588
27734,13021,8122,5242
27735,13021,8122,8272
27736,13022,17469,4618
27737,13022,17469,8273
27738,13022,17469,8276
